"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","TUBGCP3:HCN1","chr13",113242219,"chr5",45645710,Inf,"0",8,FALSE,TRUE,TRUE,"Locus_5738_Transcript_4/7_Confidence_0.293_Length_3040",2750,"MediumConfidence","-"
"jaffa-direct","AKAP13:UBAC2","chr15",86284726,"chr13",99890681,Inf,"0",6,FALSE,TRUE,TRUE,"Locus_582_Transcript_16/19_Confidence_0.443_Length_10429",8328,"MediumConfidence","-"
"jaffa-direct","CABIN1:GOLGA7","chr22",24530382,"chr8",41348352,Inf,"0",6,TRUE,TRUE,TRUE,"Locus_2098_Transcript_16/30_Confidence_0.472_Length_6947",1819,"MediumConfidence","-"
"jaffa-direct","RP11-123O10.4:GRIP1","chr12",67462830,"chr12",66990707,472.126,"-",5,FALSE,TRUE,FALSE,"Locus_3088_Transcript_1/7_Confidence_0.481_Length_1799",162,"MediumConfidence","-"
"jaffa-direct","ATL2:SUV39H2","chr2",38604285,"chr10",14923499,Inf,"-",5,TRUE,TRUE,TRUE,"Locus_3352_Transcript_6/17_Confidence_0.171_Length_1957",1824,"MediumConfidence","-"
"jaffa-direct","RP11-31F15.1:RP3-522D1.1","chr1",113499578,"chr1",113420352,79.224,"-",4,FALSE,TRUE,TRUE,"Locus_9709_Transcript_4/8_Confidence_0.520_Length_661",107,"MediumConfidence","-"
"jaffa-direct","DHTKD1:FTO","chr10",12162266,"chr16",53844052,Inf,"0",4,TRUE,TRUE,TRUE,"Locus_2423_Transcript_4/9_Confidence_0.262_Length_3712",297,"MediumConfidence","-"
"jaffa-direct","HIP1:MIB2","chr7",75368119,"chr1",1563653,Inf,"0",3,FALSE,TRUE,TRUE,"Locus_7261_Transcript_7/29_Confidence_0.159_Length_1255",185,"MediumConfidence","-"
"jaffa-direct","NRIP1:AF127936.7","chr21",16437066,"chr21",16230029,207.039,"-",2,FALSE,TRUE,FALSE,"Locus_10573_Transcript_2/7_Confidence_0.045_Length_776",130,"MediumConfidence","-"
"jaffa-direct","PDE4DIP:RP11-353N4.1","chr1",144952201,"chr1",149590973,4638.769,"-",2,FALSE,TRUE,TRUE,"Locus_17223_Transcript_1/4_Confidence_0.500_Length_961",44,"MediumConfidence","-"
"jaffa-direct","BCAS3:DCUN1D1","chr17",59001861,"chr3",182683541,Inf,"0",2,FALSE,TRUE,TRUE,"Locus_9339_Transcript_5/10_Confidence_0.113_Length_3181",426,"MediumConfidence","-"
"jaffa-direct","VRK3:PFDN6","chr19",50482340,"chr6",33257547,Inf,"0",2,FALSE,TRUE,TRUE,"Locus_6346_Transcript_8/12_Confidence_0.456_Length_2279",1600,"MediumConfidence","-"
"jaffa-direct","C10orf32:TIAM2","chr10",104622689,"chr6",155411423,Inf,"-",1,FALSE,TRUE,TRUE,"Locus_19119_Transcript_1/2_Confidence_1.000_Length_254",64,"MediumConfidence","-"
"jaffa-direct","RPL36AL:RPL36A","chr14",50085540,"chrX",100645920,Inf,"7",92,NA,FALSE,TRUE,"Locus_4222_Transcript_13/15_Confidence_0.137_Length_921",412,"LowConfidence","-"
"jaffa-direct","SDC4:SEZ6L2","chr20",43955077,"chr16",29910423,Inf,"23",3,NA,FALSE,TRUE,"Locus_3003_Transcript_16/18_Confidence_0.643_Length_3843",454,"LowConfidence","-"
"jaffa-direct","RP11-818F20.5:C17orf85","chr12",104659097,"chr17",3749514,Inf,"1",19,NA,FALSE,TRUE,"Locus_81_Transcript_51/58_Confidence_0.097_Length_4584",4051,"LowConfidence","-"
"jaffa-direct","KDSR:MAZ","chr18",60998051,"chr16",29821946,Inf,"3",2,NA,FALSE,TRUE,"Locus_3877_Transcript_4/7_Confidence_0.605_Length_2754",708,"LowConfidence","-"
