"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","ZNF710:WDR93","chr15",90617522,"chr15",90270388,347.131,"3",7,TRUE,TRUE,TRUE,"Locus_4434_Transcript_7/26_Confidence_0.363_Length_3373",2040,"HighConfidence","-"
"jaffa-direct","EIF2AK3:PRKD3","chr2",88913242,"chr2",37520414,51392.831,"1",8,TRUE,TRUE,FALSE,"Locus_5862_Transcript_31/34_Confidence_0.051_Length_3514",2889,"HighConfidence","Yes"
"jaffa-direct","SEC63:REV3L","chr6",108222574,"chr6",111628773,3406.195,"1",7,FALSE,TRUE,TRUE,"Locus_3158_Transcript_10/11_Confidence_0.194_Length_1871",346,"HighConfidence","-"
"jaffa-direct","EZR:RSPH3","chr6",159239114,"chr6",159399378,160.261,"-",146,FALSE,TRUE,TRUE,"Locus_822_Transcript_6/39_Confidence_0.074_Length_1027",852,"MediumConfidence","-"
"jaffa-direct","SIAH1:ABCC11","chr16",48419115,"chr16",48204878,214.242,"-",31,FALSE,TRUE,FALSE,"Locus_6411_Transcript_16/22_Confidence_0.138_Length_552",184,"MediumConfidence","-"
"jaffa-direct","BAIAP2:PSMD12","chr17",79009108,"chr17",65338379,13670.731,"-",31,TRUE,TRUE,TRUE,"Locus_409_Transcript_6/15_Confidence_0.152_Length_1190",1041,"MediumConfidence","-"
"jaffa-direct","C17orf61-PLSCR3:RPL8","chr17",7307416,"chr8",146017525,Inf,"0",29,FALSE,TRUE,TRUE,"Locus_1845_Transcript_11/26_Confidence_0.232_Length_1744",401,"MediumConfidence","-"
"jaffa-direct","SLIRP:MLPH","chr14",78182222,"chr2",238455249,Inf,"-",14,TRUE,TRUE,TRUE,"Locus_7430_Transcript_3/3_Confidence_0.571_Length_223",184,"MediumConfidence","-"
"jaffa-direct","TNFRSF21:MED6","chr6",47251674,"chr14",71064494,Inf,"-",11,TRUE,TRUE,TRUE,"Locus_5422_Transcript_5/19_Confidence_0.221_Length_1019",929,"MediumConfidence","-"
"jaffa-direct","GAREM:RP11-405F3.4","chr18",29890156,"chr16",57720732,Inf,"0",7,FALSE,TRUE,TRUE,"Locus_3412_Transcript_17/39_Confidence_0.056_Length_804",208,"MediumConfidence","-"
"jaffa-direct","PLEC:PPP6R1","chr8",145047571,"chr19",55758477,Inf,"-",7,FALSE,TRUE,TRUE,"Locus_42_Transcript_9/118_Confidence_0.014_Length_1061",927,"MediumConfidence","-"
"jaffa-direct","FAM60A:ERGIC2","chr12",31478958,"chr12",29524603,1954.359,"-",4,FALSE,TRUE,FALSE,"Locus_1061_Transcript_6/23_Confidence_0.101_Length_3951",177,"MediumConfidence","-"
"jaffa-direct","ACTN4:CDH13","chr19",39138547,"chr16",83065615,Inf,"-",2,FALSE,TRUE,TRUE,"Locus_2494_Transcript_1/32_Confidence_0.070_Length_1485",1417,"MediumConfidence","-"
"jaffa-direct","ZNF227:PARG","chr19",44717397,"chr10",51040954,Inf,"-",2,FALSE,TRUE,TRUE,"Locus_2167_Transcript_16/48_Confidence_0.071_Length_1616",174,"MediumConfidence","-"
"jaffa-direct","ACTB:ACTG1","chr7",5567389,"chr17",79478069,Inf,"586",5,NA,FALSE,TRUE,"Locus_832_Transcript_36/50_Confidence_0.037_Length_1379",954,"LowConfidence","-"
"jaffa-direct","GIGYF1:MGLL","chr7",100277760,"chr3",127410965,Inf,"35",2,NA,FALSE,TRUE,"Locus_2994_Transcript_26/28_Confidence_0.483_Length_4999",3464,"LowConfidence","-"
"jaffa-direct","HUWE1:XAGE1C","chrX",53675252,"chrX",52513434,1161.818,"1",24,NA,FALSE,TRUE,"Locus_1324_Transcript_37/48_Confidence_0.033_Length_1136",774,"LowConfidence","-"
"jaffa-direct","LINC00942:EZR","chr12",1611635,"chr6",159204552,Inf,"1",22,NA,FALSE,TRUE,"Locus_822_Transcript_38/39_Confidence_0.160_Length_2229",1366,"LowConfidence","-"
"jaffa-direct","SLC41A2:IGF2R","chr12",105197919,"chr6",160526956,Inf,"5",8,NA,FALSE,TRUE,"Locus_5444_Transcript_28/29_Confidence_0.243_Length_2652",774,"LowConfidence","-"
"jaffa-direct","RP11-480I12.5:RP11-386G11.10","chr1",202822283,"chr12",49521830,Inf,"2",10,NA,FALSE,TRUE,"Locus_1987_Transcript_37/43_Confidence_0.164_Length_2823",1202,"LowConfidence","-"
"jaffa-direct","CCDC135:GAREM","chr16",57741531,"chr18",29890158,Inf,"1",7,NA,FALSE,TRUE,"Locus_3412_Transcript_20/39_Confidence_0.044_Length_1352",885,"LowConfidence","-"
"jaffa-direct","HUWE1:XAGE1C","chrX",53675225,"chrX",52513408,1161.817,"2",3,NA,FALSE,TRUE,"Locus_1324_Transcript_38/48_Confidence_0.032_Length_1142",753,"LowConfidence","-"
