"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","HEG1:TMEM31","chr3",124709631,"chrX",102967164,Inf,"171",688,FALSE,TRUE,TRUE,"Locus_2373_Transcript_5/6_Confidence_0.250_Length_4351",557,"HighConfidence","-"
"jaffa-direct","POLG:PPBP","chr15",89863997,"chr4",74853091,Inf,"732",101,TRUE,TRUE,TRUE,"POLG|ENSG00000140521.7--PPBP|ENSG00000163736.3:10409916_1_116043_288_190/1/1",49,"HighConfidence","-"
"jaffa-direct","TMEM129:ME3","chr4",1722360,"chr11",86176242,Inf,"155",674,FALSE,TRUE,TRUE,"Locus_2589_Transcript_6/6_Confidence_0.143_Length_1592",417,"HighConfidence","-"
"jaffa-direct","CCNC:ANKDD1A","chr6",100009243,"chr15",65226336,Inf,"652",165,TRUE,TRUE,TRUE,"CCNC|ENSG00000112237.8--ANKDD1A|ENSG00000166839.12:1022360_0_29919_322_162/1/1",73,"HighConfidence","-"
"jaffa-direct","KIAA0355:DNAJC28","chr19",34830897,"chr21",34861731,Inf,"650",158,FALSE,TRUE,TRUE,"KIAA0355|ENSG00000166398.8--DNAJC28|ENSG00000177692.7:10099433_1_79062_1184_161/1/1",33,"HighConfidence","-"
"jaffa-direct","SLC5A5:DNPH1","chr19",17985012,"chr6",43193881,Inf,"155",621,FALSE,TRUE,TRUE,"Locus_3244_Transcript_3/4_Confidence_0.200_Length_1240",475,"HighConfidence","-"
"jaffa-direct","ZNF229:GLRA2","chr19",44946998,"chrX",14622437,Inf,"646",130,FALSE,TRUE,TRUE,"ZNF229|ENSG00000167383.4--GLRA2|ENSG00000101958.9:10053638_1_192792_139_108/1/1",61,"HighConfidence","-"
"jaffa-direct","ACTR8:ARHGEF9","chr3",53909975,"chrX",62875617,Inf,"630",133,FALSE,TRUE,TRUE,"ACTR8|ENSG00000113812.9--ARHGEF9|ENSG00000131089.9:10311581_0_8203_873_168/1/1",37,"HighConfidence","-"
"jaffa-direct","LCT:ADAMTS20","chr2",136552211,"chr12",43822334,Inf,"152",585,FALSE,TRUE,TRUE,"Locus_2867_Transcript_2/3_Confidence_0.333_Length_6078",5105,"HighConfidence","-"
"jaffa-direct","AGA:CD1E","chr4",178358559,"chr1",158326288,Inf,"564",162,TRUE,TRUE,TRUE,"AGA|ENSG00000038002.4--CD1E|ENSG00000158488.11:10000513_0_9682_151_235/2/2",68,"HighConfidence","-"
"jaffa-direct","RRP1B:TIGD4","chr21",45111383,"chr4",153692694,Inf,"133",592,FALSE,TRUE,TRUE,"Locus_2521_Transcript_2/3_Confidence_0.333_Length_4379",2196,"HighConfidence","-"
"jaffa-direct","GYPA:GAL3ST3","chr4",145038007,"chr11",65812998,Inf,"593",129,TRUE,TRUE,TRUE,"GYPA|ENSG00000170180.15--GAL3ST3|ENSG00000175229.6:10525719_1_68336_1907_253/1/1",56,"HighConfidence","-"
"jaffa-direct","NDUFAB1:TLK1","chr16",23596657,"chr2",171902872,Inf,"588",126,FALSE,TRUE,TRUE,"NDUFAB1|ENSG00000004779.5--TLK1|ENSG00000198586.9:1032836_0_100721_333_114/1/1",47,"HighConfidence","-"
"jaffa-direct","FADS6:HOXD3","chr17",72877198,"chr2",177033759,Inf,"143",548,TRUE,TRUE,TRUE,"Locus_3390_Transcript_1/2_Confidence_0.600_Length_2535",362,"HighConfidence","-"
"jaffa-direct","SIGLEC9:ADORA3","chr19",51629132,"chr1",112029274,Inf,"144",544,TRUE,TRUE,TRUE,"Locus_2287_Transcript_4/10_Confidence_0.421_Length_5856",356,"HighConfidence","-"
"jaffa-direct","PCDHGB2:ZNF296","chr5",140742123,"chr19",45579120,Inf,"669",4,FALSE,TRUE,TRUE,"PCDHGB2|ENSG00000253910.1--ZNF296|ENSG00000170684.4:11420158_0_109992_2138_340/2/2",57,"HighConfidence","-"
"jaffa-direct","PTHLH:C20orf194","chr12",28116281,"chr20",3305615,Inf,"121",529,FALSE,TRUE,TRUE,"Locus_3146_Transcript_1/4_Confidence_0.500_Length_6030",506,"HighConfidence","-"
"jaffa-direct","CBLN1:RMI1","chr16",49314834,"chr9",86615866,Inf,"114",532,TRUE,TRUE,TRUE,"Locus_2492_Transcript_4/4_Confidence_0.250_Length_1692",995,"HighConfidence","-"
"jaffa-direct","NBPF10:METTL20","chr1",145348137,"chr12",31819021,Inf,"70",569,FALSE,TRUE,TRUE,"Locus_2828_Transcript_9/15_Confidence_0.187_Length_2795",1005,"HighConfidence","-"
"jaffa-direct","FGF2:TSPAN14","chr4",123748507,"chr10",82273775,Inf,"499",130,FALSE,TRUE,TRUE,"FGF2|ENSG00000138685.8--TSPAN14|ENSG00000108219.10:10168244_0_59774_491_298/1/1",31,"HighConfidence","-"
"jaffa-direct","GOLGA7:KIAA1432","chr8",41355180,"chr9",5689959,Inf,"102",513,TRUE,TRUE,TRUE,"Locus_2932_Transcript_2/3_Confidence_0.167_Length_4073",495,"HighConfidence","-"
"jaffa-direct","DPYSL4:CDKN2A","chr10",134017431,"chr9",21971207,Inf,"108",503,FALSE,TRUE,TRUE,"Locus_2742_Transcript_5/6_Confidence_0.571_Length_2581",794,"HighConfidence","-"
"jaffa-direct","ACSBG2:PROSC","chr19",6141621,"chr8",37623044,Inf,"502",105,FALSE,TRUE,TRUE,"ACSBG2|ENSG00000130377.9--PROSC|ENSG00000147471.7:10098577_0_7747_206_286/1/1",56,"HighConfidence","-"
"jaffa-direct","YIPF5:CHST3","chr5",143549410,"chr10",73766930,Inf,"100",502,TRUE,TRUE,TRUE,"Locus_2276_Transcript_5/14_Confidence_0.051_Length_5853",5333,"HighConfidence","-"
"jaffa-direct","WWP1:TMEM101","chr8",87460510,"chr17",42092523,Inf,"114",482,FALSE,TRUE,TRUE,"Locus_3360_Transcript_1/3_Confidence_0.667_Length_4138",1709,"HighConfidence","-"
"jaffa-direct","MTL5:TBX22","chr11",68509786,"chrX",79283490,Inf,"107",473,FALSE,TRUE,TRUE,"Locus_2266_Transcript_2/3_Confidence_0.333_Length_1858",903,"HighConfidence","-"
"jaffa-direct","DDX19B:NUDT5","chr16",70367062,"chr10",12219899,Inf,"112",446,TRUE,TRUE,TRUE,"Locus_2356_Transcript_3/7_Confidence_0.304_Length_2228",1443,"HighConfidence","-"
"jaffa-direct","C1orf54:AIF1L","chr1",150248208,"chr9",133986984,Inf,"90",444,TRUE,TRUE,TRUE,"Locus_2419_Transcript_4/10_Confidence_0.435_Length_5729",3168,"HighConfidence","-"
"jaffa-direct","TTYH2:TNK1","chr17",72239608,"chr17",7286155,64953.451,"106",406,FALSE,TRUE,TRUE,"Locus_2564_Transcript_2/2_Confidence_0.000_Length_1213",535,"HighConfidence","-"
"jaffa-direct","RFX4:RAB11B","chr12",107078686,"chr19",8464747,Inf,"427",78,FALSE,TRUE,TRUE,"RFX4|ENSG00000111783.8--RAB11B|ENSG00000185236.7:10051947_1_126147_780_147/1/1",50,"HighConfidence","-"
"jaffa-direct","FNDC1:SLC6A18","chr6",159677663,"chr5",1239565,Inf,"90",415,FALSE,TRUE,TRUE,"Locus_2792_Transcript_3/5_Confidence_0.667_Length_14019",1142,"HighConfidence","-"
"jaffa-direct","SEC23A:UBA6","chr14",39562391,"chr4",68500236,Inf,"122",377,TRUE,TRUE,TRUE,"Locus_2383_Transcript_4/7_Confidence_0.538_Length_2798",796,"HighConfidence","-"
"jaffa-direct","SLX4:TMX3","chr16",3658431,"chr18",66381137,Inf,"384",115,TRUE,TRUE,TRUE,"SLX4|ENSG00000188827.6--TMX3|ENSG00000166479.5:10057703_1_162302_252_184/2/2",36,"HighConfidence","-"
"jaffa-direct","PSMD1:IKBKE","chr2",231931825,"chr1",206661251,Inf,"80",402,FALSE,TRUE,TRUE,"Locus_3293_Transcript_3/4_Confidence_0.250_Length_1907",657,"HighConfidence","-"
"jaffa-direct","ENDOV:RAB20","chr17",78389621,"chr13",111176544,Inf,"457",9,FALSE,TRUE,TRUE,"ENDOV|ENSG00000173818.12--RAB20|ENSG00000139832.3:12338501_0_53364_185_119/1/1",60,"HighConfidence","-"
"jaffa-direct","ASB10:TGIF2","chr7",150883902,"chr20",35219313,Inf,"92",367,FALSE,TRUE,TRUE,"Locus_3106_Transcript_9/13_Confidence_0.687_Length_2103",575,"HighConfidence","-"
"jaffa-direct","WDR62:TLR7","chr19",36562618,"chrX",12903631,Inf,"89",368,FALSE,TRUE,TRUE,"Locus_3190_Transcript_2/5_Confidence_0.545_Length_4803",1125,"HighConfidence","-"
"jaffa-direct","PRRT3:HAGHL","chr3",9990442,"chr16",778794,Inf,"99",353,TRUE,TRUE,TRUE,"Locus_2551_Transcript_3/9_Confidence_0.318_Length_2076",1272,"HighConfidence","-"
"jaffa-direct","KATNA1:PCDH15","chr6",149944239,"chr10",55892767,Inf,"76",323,FALSE,TRUE,TRUE,"Locus_3677_Transcript_3/3_Confidence_0.000_Length_2830",2127,"HighConfidence","-"
"jaffa-direct","ASXL1:CHCHD10","chr20",30959677,"chr22",24108483,Inf,"385",4,FALSE,TRUE,TRUE,"ASXL1|ENSG00000171456.12--CHCHD10|ENSG00000250479.4:22040652_1_17856_242_188/2/2",68,"HighConfidence","-"
"jaffa-direct","ZNF223:DGCR14","chr19",44571426,"chr22",19122688,Inf,"288",95,FALSE,TRUE,TRUE,"ZNF223|ENSG00000267022.1--DGCR14|ENSG00000100056.7:10031474_1_192740_4204_158/2/2",49,"HighConfidence","-"
"jaffa-direct","CRYBB1:SERF1A","chr22",27003853,"chr5",70197652,Inf,"76",299,FALSE,TRUE,TRUE,"Locus_4773_Transcript_2/4_Confidence_0.400_Length_1214",673,"HighConfidence","-"
"jaffa-direct","OSER1:SCN8A","chr20",42835521,"chr12",52099201,Inf,"81",286,FALSE,TRUE,TRUE,"Locus_3294_Transcript_2/3_Confidence_0.333_Length_1152",938,"HighConfidence","-"
"jaffa-direct","ARID5A:LYPD1","chr2",97215542,"chr2",133426110,36210.569,"85",279,FALSE,TRUE,TRUE,"Locus_3943_Transcript_2/5_Confidence_0.125_Length_1892",357,"HighConfidence","-"
"jaffa-direct","CDK13:MTFR1L","chr7",40041630,"chr1",26156178,Inf,"50",311,TRUE,TRUE,TRUE,"Locus_2721_Transcript_2/15_Confidence_0.297_Length_8271",7109,"HighConfidence","-"
"jaffa-direct","NICN1:TBC1D3B","chr3",49463316,"chr17",34502175,Inf,"60",299,TRUE,TRUE,TRUE,"Locus_2871_Transcript_7/10_Confidence_0.062_Length_2389",505,"HighConfidence","-"
"jaffa-direct","IGF1:VSX2","chr12",102869421,"chr14",74711868,Inf,"62",289,FALSE,TRUE,TRUE,"Locus_2556_Transcript_3/5_Confidence_0.700_Length_3132",398,"HighConfidence","-"
"jaffa-direct","ULBP1:PAM","chr6",150291283,"chr5",102364591,Inf,"46",299,FALSE,TRUE,TRUE,"Locus_2798_Transcript_5/10_Confidence_0.300_Length_2125",940,"HighConfidence","-"
"jaffa-direct","NTSR2:RP11-432B6.3","chr2",11800169,"chr3",160156974,Inf,"261",71,FALSE,TRUE,TRUE,"NTSR2|ENSG00000169006.6--TRIM59|ENSG00000213186.3:10109099_0_104975_987_217/1/1",37,"HighConfidence","-"
"jaffa-direct","RASSF9:SF3A2","chr12",86229933,"chr19",2245445,Inf,"298",33,TRUE,TRUE,TRUE,"RASSF9|ENSG00000198774.3--SF3A2|ENSG00000104897.5:11981222_0_124477_165_300/2/2",49,"HighConfidence","-"
"jaffa-direct","KIF2C:PRDM2","chr1",45223643,"chr1",14068500,31155.142,"61",264,FALSE,TRUE,TRUE,"Locus_2248_Transcript_1/5_Confidence_0.538_Length_8128",1273,"HighConfidence","-"
"jaffa-direct","CCDC69:AC129492.6","chr5",150603484,"chr17",7983123,Inf,"225",94,TRUE,TRUE,TRUE,"CCDC69|ENSG00000198624.8--AC129492.6|ENSG00000214999.3:10588421_1_29460_1713_127/1/1",48,"HighConfidence","-"
"jaffa-direct","LRIG2:TRPM3","chr1",113657498,"chr9",73236189,Inf,"61",255,FALSE,TRUE,TRUE,"Locus_2322_Transcript_3/7_Confidence_0.060_Length_6075",3351,"HighConfidence","-"
"jaffa-direct","TSC22D2:WDR96","chr3",150129095,"chr10",105903397,Inf,"53",253,TRUE,TRUE,TRUE,"Locus_2380_Transcript_7/12_Confidence_0.194_Length_4522",3218,"HighConfidence","-"
"jaffa-direct","PRRG2:EDNRB","chr19",50086974,"chr13",78472469,Inf,"60",232,TRUE,TRUE,TRUE,"Locus_3734_Transcript_3/3_Confidence_0.000_Length_3248",400,"HighConfidence","-"
"jaffa-direct","NTN5:ZBTB10","chr19",49167018,"chr8",81430746,Inf,"50",236,TRUE,TRUE,TRUE,"Locus_3322_Transcript_8/9_Confidence_0.222_Length_3989",3446,"HighConfidence","-"
"jaffa-direct","KDM4C:RC3H2","chr9",6893232,"chr9",125612101,118718.869,"59",211,FALSE,TRUE,TRUE,"Locus_4636_Transcript_3/7_Confidence_0.333_Length_6739",1501,"HighConfidence","-"
"jaffa-direct","DOCK3:TMEM55B","chr3",51347757,"chr14",20927599,Inf,"41",222,FALSE,TRUE,TRUE,"Locus_2391_Transcript_9/9_Confidence_0.130_Length_5561",3011,"HighConfidence","-"
"jaffa-direct","ARMC5:PTGER2","chr16",31474238,"chr14",52793939,Inf,"43",205,FALSE,TRUE,TRUE,"Locus_3103_Transcript_3/10_Confidence_0.130_Length_2352",289,"HighConfidence","-"
"jaffa-direct","NLRX1:CDC5L","chr11",119042182,"chr6",44394219,Inf,"140",84,FALSE,TRUE,TRUE,"NLRX1|ENSG00000160703.11--CDC5L|ENSG00000096401.7:10165551_1_102657_4359_167/2/2",52,"HighConfidence","-"
"jaffa-direct","ACER2:AKAP11","chr9",19423974,"chr13",42888030,Inf,"43",177,FALSE,TRUE,TRUE,"Locus_2490_Transcript_2/4_Confidence_0.857_Length_4721",4340,"HighConfidence","-"
"jaffa-direct","MEX3A:RP1-66C13.4","chr1",156051336,"chr17",26207392,Inf,"211",4,FALSE,TRUE,TRUE,"MEX3A|ENSG00000254726.2--LYRM9|ENSG00000232859.5:10997574_0_91282_335_166/2/2",47,"HighConfidence","-"
"jaffa-direct","KLK15:NEUROD4","chr19",51330918,"chr12",55420215,Inf,"25",186,FALSE,TRUE,TRUE,"Locus_2859_Transcript_1/6_Confidence_0.333_Length_3877",309,"HighConfidence","-"
"jaffa-direct","ZNF567:ZNF280D","chr19",37203414,"chr15",56927448,Inf,"133",75,FALSE,TRUE,TRUE,"ZNF567|ENSG00000189042.9--ZNF280D|ENSG00000137871.15:10051759_0_194409_1062_273/2/2",62,"HighConfidence","-"
"jaffa-direct","PBDC1:C19orf47","chrX",75396827,"chr19",40834457,Inf,"30",178,TRUE,TRUE,TRUE,"Locus_3243_Transcript_3/3_Confidence_0.000_Length_2622",2010,"HighConfidence","-"
"jaffa-direct","NFE2:MRPS18A","chr12",54688919,"chr6",43646362,Inf,"42",165,TRUE,TRUE,TRUE,"Locus_3059_Transcript_3/6_Confidence_0.385_Length_2945",2360,"HighConfidence","-"
"jaffa-direct","C4orf21:LILRB4","chr4",113544973,"chr19",55177691,Inf,"44",160,FALSE,TRUE,TRUE,"Locus_4488_Transcript_6/8_Confidence_0.167_Length_1124",692,"HighConfidence","-"
"jaffa-direct","GAS8:CEP63","chr16",90106917,"chr3",134214138,Inf,"28",175,TRUE,TRUE,TRUE,"Locus_2509_Transcript_2/5_Confidence_0.125_Length_4074",1470,"HighConfidence","-"
"jaffa-direct","SYDE1:GPR137B","chr19",15221159,"chr1",236343179,Inf,"40",154,FALSE,TRUE,TRUE,"Locus_3759_Transcript_5/10_Confidence_0.500_Length_2206",1107,"HighConfidence","-"
"jaffa-direct","TRIM40:FRA10AC1","chr6",30114986,"chr10",95445116,Inf,"29",165,FALSE,TRUE,TRUE,"Locus_2609_Transcript_1/4_Confidence_0.429_Length_2001",951,"HighConfidence","-"
"jaffa-direct","LRRTM4:ZNF304","chr2",77749235,"chr19",57865093,Inf,"102",90,FALSE,TRUE,TRUE,"LRRTM4|ENSG00000176204.9--ZNF304|ENSG00000131845.10:10207971_1_86674_2845_104/1/1",33,"HighConfidence","-"
"jaffa-direct","SECISBP2:PBX3","chr9",91954868,"chr9",128725291,36770.431,"31",160,TRUE,TRUE,FALSE,"Locus_2926_Transcript_2/5_Confidence_0.083_Length_2968",1342,"HighConfidence","-"
"jaffa-direct","HBD:SH3RF1","chr11",5255572,"chr4",170038933,Inf,"39",150,TRUE,TRUE,TRUE,"Locus_4707_Transcript_2/3_Confidence_0.333_Length_3747",3413,"HighConfidence","-"
"jaffa-direct","SLC34A3:PCDHA1","chr9",140126613,"chr5",140389212,Inf,"46",140,TRUE,TRUE,TRUE,"Locus_2552_Transcript_3/6_Confidence_0.100_Length_3065",361,"HighConfidence","-"
"jaffa-direct","HMX3:FAM181A","chr10",124895966,"chr14",94394545,Inf,"27",157,FALSE,TRUE,TRUE,"Locus_2603_Transcript_4/5_Confidence_0.375_Length_4776",3816,"HighConfidence","-"
"jaffa-direct","AP4B1:PFKFB3","chr1",114447227,"chr10",6262621,Inf,"24",158,TRUE,TRUE,TRUE,"Locus_3334_Transcript_3/4_Confidence_0.250_Length_3862",3560,"HighConfidence","-"
"jaffa-direct","C1QL2:TUB","chr2",119915162,"chr11",8111157,Inf,"29",151,FALSE,TRUE,TRUE,"Locus_2437_Transcript_6/7_Confidence_0.400_Length_7269",5976,"HighConfidence","-"
"jaffa-direct","CNNM2:PNLIP","chr10",104816721,"chr10",118319928,13503.214,"152",27,FALSE,TRUE,FALSE,"CNNM2|ENSG00000148842.13--PNLIP|ENSG00000175535.6:10154131_1_36131_339_155/1/1",56,"HighConfidence","-"
"jaffa-direct","PUS1:IZUMO3","chr12",132416857,"chr9",24544279,Inf,"36",137,FALSE,TRUE,TRUE,"Locus_2702_Transcript_9/16_Confidence_0.000_Length_1481",577,"HighConfidence","-"
"jaffa-direct","RNGTT:GUCY1A3","chr6",89638883,"chr4",156643190,Inf,"39",134,FALSE,TRUE,TRUE,"Locus_5114_Transcript_3/5_Confidence_0.444_Length_891",532,"HighConfidence","-"
"jaffa-direct","PYGL:AL391421.1","chr14",51398391,"chr10",79627681,Inf,"26",146,FALSE,TRUE,TRUE,"Locus_2516_Transcript_6/8_Confidence_0.042_Length_2305",1688,"HighConfidence","-"
"jaffa-direct","BST1:PDZRN4","chr4",15720616,"chr12",41957350,Inf,"21",150,FALSE,TRUE,TRUE,"Locus_2315_Transcript_5/11_Confidence_0.107_Length_2788",481,"HighConfidence","-"
"jaffa-direct","ARNTL2:AC003002.4","chr12",27556474,"chr19",57909798,Inf,"21",135,FALSE,TRUE,TRUE,"Locus_2848_Transcript_3/3_Confidence_0.000_Length_1887",1438,"HighConfidence","-"
"jaffa-direct","EEF1B2:DDX23","chr2",207026828,"chr12",49231176,Inf,"21",134,FALSE,TRUE,TRUE,"Locus_2771_Transcript_6/8_Confidence_0.500_Length_1412",549,"HighConfidence","-"
