data_set	prog	min_sum_frags	TP	FP	FN	TPR	PPV	F1
sim_101	STAR-Fusion	234	149	2	351	0.30	0.99	0.460
sim_101	STAR-Fusion	238	148	2	352	0.30	0.99	0.460
sim_101	STAR-Fusion	239	147	2	353	0.29	0.99	0.449
sim_101	STAR-Fusion	243	146	2	354	0.29	0.99	0.449
sim_101	STAR-Fusion	249	145	2	355	0.29	0.99	0.449
sim_101	STAR-Fusion	260	144	2	356	0.29	0.99	0.449
sim_101	STAR-Fusion	265	142	2	358	0.28	0.99	0.437
sim_101	STAR-Fusion	276	141	2	359	0.28	0.99	0.437
sim_101	STAR-Fusion	277	140	2	360	0.28	0.99	0.437
sim_101	STAR-Fusion	281	139	2	361	0.28	0.99	0.437
sim_101	STAR-Fusion	288	138	2	362	0.28	0.99	0.437
sim_101	STAR-Fusion	300	137	2	363	0.27	0.99	0.424
sim_101	STAR-Fusion	301	136	2	364	0.27	0.99	0.424
sim_101	STAR-Fusion	312	134	2	366	0.27	0.99	0.424
sim_101	STAR-Fusion	313	133	2	367	0.27	0.99	0.424
sim_101	STAR-Fusion	314	132	2	368	0.26	0.99	0.412
sim_101	STAR-Fusion	323	131	2	369	0.26	0.98	0.411
sim_101	STAR-Fusion	326	130	2	370	0.26	0.98	0.411
sim_101	STAR-Fusion	328	129	2	371	0.26	0.98	0.411
sim_101	STAR-Fusion	331	128	2	372	0.26	0.98	0.411
sim_101	STAR-Fusion	335	127	2	373	0.25	0.98	0.398
sim_101	STAR-Fusion	340	126	2	374	0.25	0.98	0.398
sim_101	STAR-Fusion	342	125	2	375	0.25	0.98	0.398
sim_101	STAR-Fusion	343	124	2	376	0.25	0.98	0.398
sim_101	STAR-Fusion	351	123	2	377	0.25	0.98	0.398
sim_101	STAR-Fusion	354	122	2	378	0.24	0.98	0.386
sim_101	STAR-Fusion	364	121	2	379	0.24	0.98	0.386
sim_101	STAR-Fusion	365	120	2	380	0.24	0.98	0.386
sim_101	STAR-Fusion	370	119	2	381	0.24	0.98	0.386
sim_101	STAR-Fusion	373	118	2	382	0.24	0.98	0.386
sim_101	STAR-Fusion	393	117	2	383	0.23	0.98	0.373
sim_101	STAR-Fusion	394	115	2	385	0.23	0.98	0.373
sim_101	STAR-Fusion	397	114	2	386	0.23	0.98	0.373
sim_101	STAR-Fusion	409	113	2	387	0.23	0.98	0.373
sim_101	STAR-Fusion	410	113	1	387	0.23	0.99	0.373
sim_101	STAR-Fusion	415	112	1	388	0.22	0.99	0.360
sim_101	STAR-Fusion	422	111	1	389	0.22	0.99	0.360
sim_101	STAR-Fusion	425	110	1	390	0.22	0.99	0.360
sim_101	STAR-Fusion	428	109	1	391	0.22	0.99	0.360
sim_101	STAR-Fusion	446	107	1	393	0.21	0.99	0.347
sim_101	STAR-Fusion	449	106	1	394	0.21	0.99	0.347
sim_101	STAR-Fusion	453	105	1	395	0.21	0.99	0.347
sim_101	STAR-Fusion	459	104	1	396	0.21	0.99	0.347
sim_101	STAR-Fusion	464	102	1	398	0.20	0.99	0.333
sim_101	STAR-Fusion	466	101	1	399	0.20	0.99	0.333
sim_101	STAR-Fusion	471	100	1	400	0.20	0.99	0.333
sim_101	STAR-Fusion	475	99	1	401	0.20	0.99	0.333
sim_101	STAR-Fusion	479	98	1	402	0.20	0.99	0.333
sim_101	STAR-Fusion	484	96	1	404	0.19	0.99	0.319
sim_101	STAR-Fusion	487	95	1	405	0.19	0.99	0.319
sim_101	STAR-Fusion	488	94	1	406	0.19	0.99	0.319
sim_101	STAR-Fusion	491	93	1	407	0.19	0.99	0.319
sim_101	STAR-Fusion	498	92	1	408	0.18	0.99	0.305
sim_101	STAR-Fusion	528	91	1	409	0.18	0.99	0.305
sim_101	STAR-Fusion	538	90	1	410	0.18	0.99	0.305
sim_101	STAR-Fusion	540	89	1	411	0.18	0.99	0.305
sim_101	STAR-Fusion	548	88	1	412	0.18	0.99	0.305
sim_101	STAR-Fusion	550	87	1	413	0.17	0.99	0.290
sim_101	STAR-Fusion	562	86	1	414	0.17	0.99	0.290
sim_101	STAR-Fusion	577	85	1	415	0.17	0.99	0.290
sim_101	STAR-Fusion	579	84	1	416	0.17	0.99	0.290
sim_101	STAR-Fusion	580	83	1	417	0.17	0.99	0.290
sim_101	STAR-Fusion	584	82	1	418	0.16	0.99	0.275
sim_101	STAR-Fusion	587	80	0	420	0.16	1	0.276
sim_101	STAR-Fusion	591	79	0	421	0.16	1	0.276
sim_101	STAR-Fusion	606	78	0	422	0.16	1	0.276
sim_101	STAR-Fusion	618	77	0	423	0.15	1	0.261
sim_101	STAR-Fusion	623	76	0	424	0.15	1	0.261
sim_101	STAR-Fusion	624	75	0	425	0.15	1	0.261
sim_101	STAR-Fusion	626	74	0	426	0.15	1	0.261
sim_101	STAR-Fusion	635	73	0	427	0.15	1	0.261
sim_101	STAR-Fusion	642	71	0	429	0.14	1	0.246
sim_101	STAR-Fusion	665	70	0	430	0.14	1	0.246
sim_101	STAR-Fusion	679	69	0	431	0.14	1	0.246
sim_101	STAR-Fusion	683	68	0	432	0.14	1	0.246
sim_101	STAR-Fusion	684	67	0	433	0.13	1	0.230
sim_101	STAR-Fusion	706	66	0	434	0.13	1	0.230
sim_101	STAR-Fusion	708	65	0	435	0.13	1	0.230
sim_101	STAR-Fusion	722	64	0	436	0.13	1	0.230
sim_101	STAR-Fusion	728	63	0	437	0.13	1	0.230
sim_101	STAR-Fusion	737	62	0	438	0.12	1	0.214
sim_101	STAR-Fusion	761	61	0	439	0.12	1	0.214
sim_101	STAR-Fusion	770	60	0	440	0.12	1	0.214
sim_101	STAR-Fusion	773	59	0	441	0.12	1	0.214
sim_101	STAR-Fusion	784	58	0	442	0.12	1	0.214
sim_101	STAR-Fusion	788	56	0	444	0.11	1	0.198
sim_101	STAR-Fusion	797	55	0	445	0.11	1	0.198
sim_101	STAR-Fusion	806	54	0	446	0.11	1	0.198
sim_101	STAR-Fusion	830	53	0	447	0.11	1	0.198
sim_101	STAR-Fusion	858	52	0	448	0.10	1	0.182
sim_101	STAR-Fusion	862	51	0	449	0.10	1	0.182
sim_101	STAR-Fusion	865	50	0	450	0.10	1	0.182
sim_101	STAR-Fusion	906	49	0	451	0.10	1	0.182
sim_101	STAR-Fusion	918	48	0	452	0.10	1	0.182
sim_101	STAR-Fusion	985	47	0	453	0.09	1	0.165
sim_101	STAR-Fusion	998	46	0	454	0.09	1	0.165
sim_101	STAR-Fusion	1013	45	0	455	0.09	1	0.165
sim_101	STAR-Fusion	1049	44	0	456	0.09	1	0.165
sim_101	STAR-Fusion	1068	43	0	457	0.09	1	0.165
sim_101	STAR-Fusion	1086	42	0	458	0.08	1	0.148
sim_101	STAR-Fusion	1159	41	0	459	0.08	1	0.148
sim_101	STAR-Fusion	1186	40	0	460	0.08	1	0.148
sim_101	STAR-Fusion	1198	39	0	461	0.08	1	0.148
sim_101	STAR-Fusion	1250	38	0	462	0.08	1	0.148
sim_101	STAR-Fusion	1253	37	0	463	0.07	1	0.131
sim_101	STAR-Fusion	1259	36	0	464	0.07	1	0.131
sim_101	STAR-Fusion	1262	35	0	465	0.07	1	0.131
sim_101	STAR-Fusion	1266	34	0	466	0.07	1	0.131
sim_101	STAR-Fusion	1295	33	0	467	0.07	1	0.131
sim_101	STAR-Fusion	1359	32	0	468	0.06	1	0.113
sim_101	STAR-Fusion	1414	31	0	469	0.06	1	0.113
sim_101	STAR-Fusion	1456	29	0	471	0.06	1	0.113
sim_101	STAR-Fusion	1480	28	0	472	0.06	1	0.113
sim_101	STAR-Fusion	1501	27	0	473	0.05	1	0.095
sim_101	STAR-Fusion	1528	26	0	474	0.05	1	0.095
sim_101	STAR-Fusion	1540	25	0	475	0.05	1	0.095
sim_101	STAR-Fusion	1585	24	0	476	0.05	1	0.095
sim_101	STAR-Fusion	1608	23	0	477	0.05	1	0.095
sim_101	STAR-Fusion	1626	22	0	478	0.04	1	0.077
sim_101	STAR-Fusion	1698	21	0	479	0.04	1	0.077
sim_101	STAR-Fusion	1700	20	0	480	0.04	1	0.077
sim_101	STAR-Fusion	1758	19	0	481	0.04	1	0.077
sim_101	STAR-Fusion	1839	18	0	482	0.04	1	0.077
sim_101	STAR-Fusion	1885	17	0	483	0.03	1	0.058
sim_101	STAR-Fusion	1896	16	0	484	0.03	1	0.058
sim_101	STAR-Fusion	1898	15	0	485	0.03	1	0.058
sim_101	STAR-Fusion	1921	14	0	486	0.03	1	0.058
sim_101	STAR-Fusion	1961	13	0	487	0.03	1	0.058
sim_101	STAR-Fusion	1994	12	0	488	0.02	1	0.039
sim_101	STAR-Fusion	2005	11	0	489	0.02	1	0.039
sim_101	STAR-Fusion	2039	10	0	490	0.02	1	0.039
sim_101	STAR-Fusion	2096	9	0	491	0.02	1	0.039
sim_101	STAR-Fusion	2213	8	0	492	0.02	1	0.039
sim_101	STAR-Fusion	2231	7	0	493	0.01	1	0.020
sim_101	STAR-Fusion	2318	6	0	494	0.01	1	0.020
sim_101	STAR-Fusion	2324	5	0	495	0.01	1	0.020
sim_101	STAR-Fusion	2396	4	0	496	0.01	1	0.020
sim_101	STAR-Fusion	2431	3	0	497	0.01	1	0.020
sim_101	STAR-Fusion	2447	2	0	498	0.00	1	0.000
sim_101	JAFFA-Assembly	1	334	58	166	0.67	0.85	0.749
sim_101	JAFFA-Assembly	2	333	58	167	0.67	0.85	0.749
sim_101	JAFFA-Assembly	3	330	58	170	0.66	0.85	0.743
sim_101	JAFFA-Assembly	4	329	56	171	0.66	0.85	0.743
sim_101	JAFFA-Assembly	5	329	48	171	0.66	0.87	0.751
sim_101	JAFFA-Assembly	6	328	44	172	0.66	0.88	0.754
sim_101	JAFFA-Assembly	7	325	41	175	0.65	0.89	0.751
sim_101	JAFFA-Assembly	8	322	38	178	0.64	0.89	0.745
sim_101	JAFFA-Assembly	9	319	36	181	0.64	0.9	0.748
sim_101	JAFFA-Assembly	10	319	34	181	0.64	0.9	0.748
sim_101	JAFFA-Assembly	11	316	33	184	0.63	0.91	0.745
sim_101	JAFFA-Assembly	12	313	30	187	0.63	0.91	0.745
sim_101	JAFFA-Assembly	13	311	28	189	0.62	0.92	0.741
sim_101	JAFFA-Assembly	14	309	28	191	0.62	0.92	0.741
sim_101	JAFFA-Assembly	15	307	28	193	0.61	0.92	0.734
sim_101	JAFFA-Assembly	16	305	28	195	0.61	0.92	0.734
sim_101	JAFFA-Assembly	17	303	27	197	0.61	0.92	0.734
sim_101	JAFFA-Assembly	18	300	27	200	0.60	0.92	0.726
sim_101	JAFFA-Assembly	19	298	27	202	0.60	0.92	0.726
sim_101	JAFFA-Assembly	20	296	26	204	0.59	0.92	0.719
sim_101	JAFFA-Assembly	21	295	25	205	0.59	0.92	0.719
sim_101	JAFFA-Assembly	22	291	25	209	0.58	0.92	0.711
sim_101	JAFFA-Assembly	23	290	24	210	0.58	0.92	0.711
sim_101	JAFFA-Assembly	24	286	21	214	0.57	0.93	0.707
sim_101	JAFFA-Assembly	25	283	20	217	0.57	0.93	0.707
sim_101	JAFFA-Assembly	26	279	20	221	0.56	0.93	0.699
sim_101	JAFFA-Assembly	27	278	20	222	0.56	0.93	0.699
sim_101	JAFFA-Assembly	28	275	19	225	0.55	0.94	0.694
sim_101	JAFFA-Assembly	29	274	19	226	0.55	0.94	0.694
sim_101	JAFFA-Assembly	30	272	16	228	0.54	0.94	0.686
sim_101	JAFFA-Assembly	31	271	16	229	0.54	0.94	0.686
sim_101	JAFFA-Assembly	32	271	15	229	0.54	0.95	0.689
sim_101	JAFFA-Assembly	33	266	15	234	0.53	0.95	0.680
sim_101	JAFFA-Assembly	34	264	13	236	0.53	0.95	0.680
sim_101	JAFFA-Assembly	35	262	13	238	0.52	0.95	0.672
sim_101	JAFFA-Assembly	36	260	13	240	0.52	0.95	0.672
sim_101	JAFFA-Assembly	37	258	13	242	0.52	0.95	0.672
sim_101	JAFFA-Assembly	39	256	13	244	0.51	0.95	0.664
sim_101	JAFFA-Assembly	41	253	13	247	0.51	0.95	0.664
sim_101	JAFFA-Assembly	42	252	13	248	0.50	0.95	0.655
sim_101	JAFFA-Assembly	44	249	13	251	0.50	0.95	0.655
sim_101	JAFFA-Assembly	45	248	13	252	0.50	0.95	0.655
sim_101	JAFFA-Assembly	47	247	13	253	0.49	0.95	0.647
sim_101	JAFFA-Assembly	48	245	13	255	0.49	0.95	0.647
sim_101	JAFFA-Assembly	52	243	13	257	0.49	0.95	0.647
sim_101	JAFFA-Assembly	53	238	13	262	0.48	0.95	0.638
sim_101	JAFFA-Assembly	55	236	13	264	0.47	0.95	0.629
sim_101	JAFFA-Assembly	56	235	13	265	0.47	0.95	0.629
sim_101	JAFFA-Assembly	57	234	13	266	0.47	0.95	0.629
sim_101	JAFFA-Assembly	58	232	13	268	0.46	0.95	0.620
sim_101	JAFFA-Assembly	59	231	13	269	0.46	0.95	0.620
sim_101	JAFFA-Assembly	60	229	13	271	0.46	0.95	0.620
sim_101	JAFFA-Assembly	61	227	13	273	0.45	0.95	0.611
sim_101	JAFFA-Assembly	62	226	13	274	0.45	0.95	0.611
sim_101	JAFFA-Assembly	63	224	13	276	0.45	0.95	0.611
sim_101	JAFFA-Assembly	64	222	13	278	0.44	0.94	0.599
sim_101	JAFFA-Assembly	65	221	13	279	0.44	0.94	0.599
sim_101	JAFFA-Assembly	66	220	13	280	0.44	0.94	0.599
sim_101	JAFFA-Assembly	68	217	13	283	0.43	0.94	0.590
sim_101	JAFFA-Assembly	71	215	13	285	0.43	0.94	0.590
sim_101	JAFFA-Assembly	72	214	13	286	0.43	0.94	0.590
sim_101	JAFFA-Assembly	73	213	13	287	0.43	0.94	0.590
sim_101	JAFFA-Assembly	74	212	12	288	0.42	0.95	0.582
sim_101	JAFFA-Assembly	76	208	12	292	0.42	0.95	0.582
sim_101	JAFFA-Assembly	77	204	12	296	0.41	0.94	0.571
sim_101	JAFFA-Assembly	82	201	12	299	0.40	0.94	0.561
sim_101	JAFFA-Assembly	83	198	12	302	0.40	0.94	0.561
sim_101	JAFFA-Assembly	85	196	12	304	0.39	0.94	0.551
sim_101	JAFFA-Assembly	86	195	12	305	0.39	0.94	0.551
sim_101	JAFFA-Assembly	90	194	12	306	0.39	0.94	0.551
sim_101	JAFFA-Assembly	91	194	11	306	0.39	0.95	0.553
sim_101	JAFFA-Assembly	93	193	11	307	0.39	0.95	0.553
sim_101	JAFFA-Assembly	95	192	11	308	0.38	0.95	0.543
sim_101	JAFFA-Assembly	96	191	11	309	0.38	0.95	0.543
sim_101	JAFFA-Assembly	98	190	11	310	0.38	0.95	0.543
sim_101	JAFFA-Assembly	99	189	10	311	0.38	0.95	0.543
sim_101	JAFFA-Assembly	100	189	9	311	0.38	0.95	0.543
sim_101	JAFFA-Assembly	101	188	8	312	0.38	0.96	0.544
sim_101	JAFFA-Assembly	103	187	8	313	0.37	0.96	0.534
sim_101	JAFFA-Assembly	105	186	8	314	0.37	0.96	0.534
sim_101	JAFFA-Assembly	106	186	7	314	0.37	0.96	0.534
sim_101	JAFFA-Assembly	107	185	7	315	0.37	0.96	0.534
sim_101	JAFFA-Assembly	109	184	7	316	0.37	0.96	0.534
sim_101	JAFFA-Assembly	111	183	7	317	0.37	0.96	0.534
sim_101	JAFFA-Assembly	113	181	7	319	0.36	0.96	0.524
sim_101	JAFFA-Assembly	114	181	6	319	0.36	0.97	0.525
sim_101	JAFFA-Assembly	115	179	6	321	0.36	0.97	0.525
sim_101	JAFFA-Assembly	119	177	6	323	0.35	0.97	0.514
sim_101	JAFFA-Assembly	121	176	6	324	0.35	0.97	0.514
sim_101	JAFFA-Assembly	126	175	6	325	0.35	0.97	0.514
sim_101	JAFFA-Assembly	127	175	5	325	0.35	0.97	0.514
sim_101	JAFFA-Assembly	128	173	5	327	0.35	0.97	0.514
sim_101	JAFFA-Assembly	129	172	5	328	0.34	0.97	0.504
sim_101	JAFFA-Assembly	132	171	5	329	0.34	0.97	0.504
sim_101	JAFFA-Assembly	133	171	4	329	0.34	0.98	0.505
sim_101	JAFFA-Assembly	136	170	4	330	0.34	0.98	0.505
sim_101	JAFFA-Assembly	140	169	4	331	0.34	0.98	0.505
sim_101	JAFFA-Assembly	141	168	4	332	0.34	0.98	0.505
sim_101	JAFFA-Assembly	143	166	4	334	0.33	0.98	0.494
sim_101	JAFFA-Assembly	144	163	4	337	0.33	0.98	0.494
sim_101	JAFFA-Assembly	147	162	4	338	0.32	0.98	0.482
sim_101	JAFFA-Assembly	150	161	4	339	0.32	0.98	0.482
sim_101	JAFFA-Assembly	153	160	4	340	0.32	0.98	0.482
sim_101	JAFFA-Assembly	154	159	4	341	0.32	0.98	0.482
sim_101	JAFFA-Assembly	159	158	4	342	0.32	0.98	0.482
sim_101	JAFFA-Assembly	167	157	4	343	0.31	0.98	0.471
sim_101	JAFFA-Assembly	169	156	4	344	0.31	0.97	0.470
sim_101	JAFFA-Assembly	170	155	4	345	0.31	0.97	0.470
sim_101	JAFFA-Assembly	171	153	4	347	0.31	0.97	0.470
sim_101	JAFFA-Assembly	173	151	4	349	0.30	0.97	0.458
sim_101	JAFFA-Assembly	176	150	4	350	0.30	0.97	0.458
sim_101	JAFFA-Assembly	181	149	4	351	0.30	0.97	0.458
sim_101	JAFFA-Assembly	182	148	4	352	0.30	0.97	0.458
sim_101	JAFFA-Assembly	186	147	4	353	0.29	0.97	0.447
sim_101	JAFFA-Assembly	188	146	4	354	0.29	0.97	0.447
sim_101	JAFFA-Assembly	190	145	4	355	0.29	0.97	0.447
sim_101	JAFFA-Assembly	192	144	4	356	0.29	0.97	0.447
sim_101	JAFFA-Assembly	197	142	4	358	0.28	0.97	0.435
sim_101	JAFFA-Assembly	205	141	4	359	0.28	0.97	0.435
sim_101	JAFFA-Assembly	207	140	4	360	0.28	0.97	0.435
sim_101	JAFFA-Assembly	210	138	4	362	0.28	0.97	0.435
sim_101	JAFFA-Assembly	215	137	4	363	0.27	0.97	0.422
sim_101	JAFFA-Assembly	216	136	4	364	0.27	0.97	0.422
sim_101	JAFFA-Assembly	220	135	4	365	0.27	0.97	0.422
sim_101	JAFFA-Assembly	228	134	4	366	0.27	0.97	0.422
sim_101	JAFFA-Assembly	229	133	4	367	0.27	0.97	0.422
sim_101	JAFFA-Assembly	230	132	4	368	0.26	0.97	0.410
sim_101	JAFFA-Assembly	233	131	4	369	0.26	0.97	0.410
sim_101	JAFFA-Assembly	235	130	4	370	0.26	0.97	0.410
sim_101	JAFFA-Assembly	237	129	4	371	0.26	0.97	0.410
sim_101	JAFFA-Assembly	238	128	4	372	0.26	0.97	0.410
sim_101	JAFFA-Assembly	240	127	4	373	0.25	0.97	0.398
sim_101	JAFFA-Assembly	249	125	4	375	0.25	0.97	0.398
sim_101	JAFFA-Assembly	252	124	4	376	0.25	0.97	0.398
sim_101	JAFFA-Assembly	256	123	4	377	0.25	0.97	0.398
sim_101	JAFFA-Assembly	257	122	4	378	0.24	0.97	0.385
sim_101	JAFFA-Assembly	258	121	4	379	0.24	0.97	0.385
sim_101	JAFFA-Assembly	270	120	4	380	0.24	0.97	0.385
sim_101	JAFFA-Assembly	280	119	4	381	0.24	0.97	0.385
sim_101	JAFFA-Assembly	285	118	4	382	0.24	0.97	0.385
sim_101	JAFFA-Assembly	286	117	4	383	0.23	0.97	0.372
sim_101	JAFFA-Assembly	301	116	4	384	0.23	0.97	0.372
sim_101	JAFFA-Assembly	302	115	4	385	0.23	0.97	0.372
sim_101	JAFFA-Assembly	305	114	4	386	0.23	0.97	0.372
