"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","SAC3D1:LRRFIP2","chr11",64809338,"chr3",37107433,Inf,"139",619,FALSE,TRUE,TRUE,"Locus_1596_Transcript_139/169_Confidence_0.027_Length_2410",955,"HighConfidence","-"
"jaffa-direct","TYSND1:C20orf173","chr10",71903598,"chr20",34117076,Inf,"95",662,FALSE,TRUE,TRUE,"Locus_3_Transcript_25680/50392_Confidence_0.000_Length_1675",1368,"HighConfidence","-"
"jaffa-direct","HYI:DEPDC1B","chr1",43917469,"chr5",59938686,Inf,"135",619,FALSE,TRUE,TRUE,"Locus_3_Transcript_4849/50392_Confidence_0.000_Length_2255",1529,"HighConfidence","-"
"jaffa-direct","SLC24A1:NDUFS4","chr15",65918308,"chr5",52954381,Inf,"95",644,FALSE,TRUE,TRUE,"Locus_3_Transcript_33726/50392_Confidence_0.000_Length_2173",1956,"HighConfidence","-"
"jaffa-direct","BSND:TULP3","chr1",55470789,"chr12",3039414,Inf,"117",569,FALSE,TRUE,TRUE,"Locus_3_Transcript_988/50392_Confidence_0.000_Length_1626",518,"HighConfidence","-"
"jaffa-direct","ZGPAT:ANKRD40","chr20",62364704,"chr17",48778077,Inf,"119",565,FALSE,TRUE,TRUE,"Locus_3_Transcript_37906/50392_Confidence_0.000_Length_2773",1938,"HighConfidence","-"
"jaffa-direct","TSEN15:SQLE","chr1",184023997,"chr8",126030301,Inf,"134",533,FALSE,TRUE,TRUE,"Locus_2943_Transcript_42/56_Confidence_0.086_Length_1352",883,"HighConfidence","-"
"jaffa-direct","METTL24:BCL2L11","chr6",110679158,"chr2",111907621,Inf,"140",513,FALSE,TRUE,TRUE,"Locus_2295_Transcript_7/15_Confidence_0.200_Length_1121",331,"HighConfidence","-"
"jaffa-direct","CRELD2:TRBV2","chr22",50313488,"chr7",142000958,Inf,"139",513,FALSE,TRUE,TRUE,"Locus_3_Transcript_28706/50392_Confidence_0.000_Length_3357",3059,"HighConfidence","-"
"jaffa-direct","HINT3:MANBA","chr6",126293474,"chr4",103561014,Inf,"114",503,FALSE,TRUE,TRUE,"Locus_3_Transcript_45145/50392_Confidence_0.000_Length_1660",1087,"HighConfidence","-"
"jaffa-direct","LILRA4:GSG1L","chr19",54849207,"chr16",27974524,Inf,"101",504,TRUE,TRUE,TRUE,"Locus_3_Transcript_44186/50392_Confidence_0.000_Length_3414",2717,"HighConfidence","-"
"jaffa-direct","GFRAL:DNAJC25","chr6",55223936,"chr9",114409387,Inf,"92",513,FALSE,TRUE,TRUE,"Locus_177_Transcript_62/116_Confidence_0.062_Length_2898",1860,"HighConfidence","-"
"jaffa-direct","C20orf187:PIGU","chr20",11008932,"chr20",33150369,22141.438,"131",465,FALSE,TRUE,TRUE,"Locus_5106_Transcript_15/32_Confidence_0.312_Length_4209",3907,"HighConfidence","-"
"jaffa-direct","NT5C1A:MTHFSD","chr1",40126751,"chr16",86582183,Inf,"66",517,TRUE,TRUE,TRUE,"Locus_3_Transcript_47248/50392_Confidence_0.000_Length_3756",715,"HighConfidence","-"
"jaffa-direct","DEFA1:GSK3B","chr8",6835982,"chr3",119666198,Inf,"86",478,FALSE,TRUE,TRUE,"Locus_3_Transcript_24576/50392_Confidence_0.000_Length_11689",11438,"HighConfidence","-"
"jaffa-direct","CYP7B1:SCCPDH","chr8",65711023,"chr1",246890194,Inf,"77",486,FALSE,TRUE,TRUE,"Locus_3_Transcript_21985/50392_Confidence_0.000_Length_2212",1935,"HighConfidence","-"
"jaffa-direct","PUS7:RP11-371E8.4","chr7",105135589,"chr14",93678378,Inf,"114",445,FALSE,TRUE,TRUE,"Locus_3_Transcript_31483/50392_Confidence_0.000_Length_4055",3028,"HighConfidence","-"
"jaffa-direct","NWD1:OCM2","chr19",16900001,"chr7",97614295,Inf,"98",459,FALSE,TRUE,TRUE,"Locus_3_Transcript_38628/50392_Confidence_0.000_Length_3206",2934,"HighConfidence","-"
"jaffa-direct","CAMK1D:ZNF217","chr10",12833232,"chr20",52199707,Inf,"95",455,FALSE,TRUE,TRUE,"Locus_538_Transcript_40/44_Confidence_0.339_Length_6678",5737,"HighConfidence","-"
"jaffa-direct","HERC1:TEAD2","chr15",63946318,"chr19",49858463,Inf,"62",467,TRUE,TRUE,TRUE,"Locus_3_Transcript_35049/50392_Confidence_0.000_Length_11981",10376,"HighConfidence","-"
"jaffa-direct","VMO1:AC013269.5","chr17",4689232,"chr2",131301631,Inf,"94",433,FALSE,TRUE,TRUE,"Locus_467_Transcript_95/101_Confidence_0.059_Length_1970",1581,"HighConfidence","-"
"jaffa-direct","STX16:NR1H2","chr20",57227143,"chr19",50881406,Inf,"108",418,FALSE,TRUE,TRUE,"Locus_1760_Transcript_99/106_Confidence_0.044_Length_2393",1582,"HighConfidence","-"
"jaffa-direct","FIGF:SLC25A41","chrX",15371190,"chr19",6427512,Inf,"113",401,FALSE,TRUE,TRUE,"Locus_196_Transcript_63/99_Confidence_0.053_Length_1851",1164,"HighConfidence","-"
"jaffa-direct","UGT1A1:CRABP1","chr2",234676582,"chr15",78633385,Inf,"99",405,TRUE,TRUE,TRUE,"Locus_3_Transcript_40695/50392_Confidence_0.000_Length_1625",551,"HighConfidence","-"
"jaffa-direct","CD79A:SHC4","chr19",42383245,"chr15",49135785,Inf,"85",397,TRUE,TRUE,TRUE,"Locus_3_Transcript_21595/50392_Confidence_0.000_Length_3058",2806,"HighConfidence","-"
"jaffa-direct","DNAAF2:DYSF","chr14",50100005,"chr2",71892292,Inf,"73",399,FALSE,TRUE,TRUE,"Locus_3_Transcript_33061/50392_Confidence_0.000_Length_4078",2143,"HighConfidence","-"
"jaffa-direct","LMTK3:IL10","chr19",48994365,"chr1",206944760,Inf,"85",381,FALSE,TRUE,TRUE,"Locus_3_Transcript_21954/50392_Confidence_0.000_Length_6563",1061,"HighConfidence","-"
"jaffa-direct","HIPK2:DAND5","chr7",139305147,"chr19",13084203,Inf,"69",385,TRUE,TRUE,TRUE,"Locus_3_Transcript_43683/50392_Confidence_0.000_Length_3849",504,"HighConfidence","-"
"jaffa-direct","GARNL3:DUT","chr9",130053521,"chr15",48633486,Inf,"74",378,FALSE,TRUE,TRUE,"Locus_107_Transcript_63/207_Confidence_0.029_Length_1877",1488,"HighConfidence","-"
"jaffa-direct","DCDC2:C6orf58","chr6",24353797,"chr6",127899831,103546.034,"70",372,FALSE,TRUE,TRUE,"Locus_3_Transcript_24336/50392_Confidence_0.000_Length_1700",874,"HighConfidence","-"
"jaffa-direct","PCDH19:BEX5","chrX",99661449,"chrX",101409274,1747.822,"79",362,FALSE,TRUE,TRUE,"Locus_3_Transcript_42656/50392_Confidence_0.000_Length_4427",3927,"HighConfidence","-"
"jaffa-direct","C12orf50:DDX4","chr12",88390346,"chr5",55081557,Inf,"62",373,TRUE,TRUE,TRUE,"Locus_3_Transcript_16115/50392_Confidence_0.000_Length_2833",769,"HighConfidence","-"
"jaffa-direct","GIT1:SOCS1","chr17",27903096,"chr16",11349385,Inf,"61",368,TRUE,TRUE,TRUE,"Locus_3_Transcript_27276/50392_Confidence_0.000_Length_6900",5809,"HighConfidence","-"
"jaffa-direct","PFN1:LAS1L","chr17",4851558,"chrX",64738345,Inf,"56",370,FALSE,TRUE,TRUE,"Locus_3_Transcript_22869/50392_Confidence_0.000_Length_1649",727,"HighConfidence","-"
"jaffa-direct","CDYL2:IFITM1","chr16",80654660,"chr11",314922,Inf,"81",334,FALSE,TRUE,TRUE,"Locus_2354_Transcript_12/32_Confidence_0.230_Length_792",337,"HighConfidence","-"
"jaffa-direct","PCDHGA1:CRY2","chr5",140885048,"chr11",45889163,Inf,"51",332,FALSE,TRUE,TRUE,"Locus_108_Transcript_380/384_Confidence_0.023_Length_5171",3511,"HighConfidence","-"
"jaffa-direct","KCTD8:CBFA2T3","chr4",44449580,"chr16",88958893,Inf,"52",329,TRUE,TRUE,TRUE,"Locus_418_Transcript_178/180_Confidence_0.020_Length_1451",1236,"HighConfidence","-"
"jaffa-direct","SLC2A14:IGHA2","chr12",7980091,"chr14",106054211,Inf,"60",317,FALSE,TRUE,TRUE,"Locus_1178_Transcript_30/57_Confidence_0.050_Length_1961",751,"HighConfidence","-"
"jaffa-direct","UNC5CL:HPSE2","chr6",40999775,"chr10",100249953,Inf,"59",315,FALSE,TRUE,TRUE,"Locus_1127_Transcript_11/20_Confidence_0.212_Length_1638",477,"HighConfidence","-"
"jaffa-direct","SS18L1:SYCP1","chr20",60737987,"chr1",115420715,Inf,"54",319,FALSE,TRUE,TRUE,"Locus_3_Transcript_31162/50392_Confidence_0.000_Length_2278",589,"HighConfidence","-"
"jaffa-direct","VCX:PURG","chrX",7811346,"chr8",30854213,Inf,"40",329,TRUE,TRUE,TRUE,"Locus_3_Transcript_5163/50392_Confidence_0.000_Length_1201",316,"HighConfidence","-"
"jaffa-direct","VCX:UGT1A1","chrX",7811793,"chr2",234675680,Inf,"68",290,TRUE,TRUE,TRUE,"Locus_3_Transcript_40737/50392_Confidence_0.000_Length_2423",1848,"HighConfidence","-"
"jaffa-direct","TNFRSF13C:LRRC9","chr22",42322105,"chr14",60394629,Inf,"38",317,FALSE,TRUE,TRUE,"Locus_2429_Transcript_69/85_Confidence_0.060_Length_854",479,"HighConfidence","-"
"jaffa-direct","TEX29:ZFP3","chr13",111980640,"chr17",4994792,Inf,"64",290,FALSE,TRUE,TRUE,"Locus_3_Transcript_18299/50392_Confidence_0.000_Length_5213",4985,"HighConfidence","-"
"jaffa-direct","PSMG3:TRAPPC6A","chr7",1608760,"chr19",45667505,Inf,"50",303,FALSE,TRUE,TRUE,"Locus_3_Transcript_8462/50392_Confidence_0.000_Length_1002",591,"HighConfidence","-"
"jaffa-direct","CABLES1:ENO4","chr18",20794018,"chr10",118620305,Inf,"53",299,FALSE,TRUE,TRUE,"Locus_3_Transcript_10673/50392_Confidence_0.000_Length_1677",417,"HighConfidence","-"
"jaffa-direct","KL:LRRN4CL","chr13",33635917,"chr11",62455985,Inf,"48",300,FALSE,TRUE,TRUE,"Locus_1472_Transcript_53/62_Confidence_0.408_Length_4407",2734,"HighConfidence","-"
"jaffa-direct","BMP3:FNDC3B","chr4",81967802,"chr3",171944661,Inf,"52",292,FALSE,TRUE,TRUE,"Locus_3_Transcript_43438/50392_Confidence_0.000_Length_8267",1535,"HighConfidence","-"
"jaffa-direct","PAIP1:SMIM8","chr5",43536921,"chr6",88049834,Inf,"53",265,TRUE,TRUE,TRUE,"Locus_3_Transcript_48128/50392_Confidence_0.000_Length_2930",1063,"HighConfidence","-"
"jaffa-direct","HMCES:RPA2","chr3",129017378,"chr1",28220617,Inf,"55",250,FALSE,TRUE,TRUE,"Locus_3195_Transcript_20/35_Confidence_0.257_Length_1398",580,"HighConfidence","-"
"jaffa-direct","CUX1:CDS1","chr7",101559505,"chr4",85552972,Inf,"33",272,FALSE,TRUE,TRUE,"Locus_3_Transcript_41614/50392_Confidence_0.000_Length_3972",3414,"HighConfidence","-"
"jaffa-direct","HS2ST1:KIAA2013","chr1",87538855,"chr1",11980389,75558.466,"28",274,TRUE,TRUE,TRUE,"Locus_1071_Transcript_61/75_Confidence_0.047_Length_1259",742,"HighConfidence","-"
"jaffa-direct","OVOL3:PANK4","chr19",36603866,"chr1",2447156,Inf,"53",248,FALSE,TRUE,TRUE,"Locus_7928_Transcript_12/13_Confidence_0.407_Length_2078",1544,"HighConfidence","-"
"jaffa-direct","BEND6:MTMR6","chr6",56846728,"chr13",25825913,Inf,"53",233,FALSE,TRUE,TRUE,"Locus_3_Transcript_48049/50392_Confidence_0.000_Length_4290",3585,"HighConfidence","-"
"jaffa-direct","BAAT:RAET1G","chr9",104130402,"chr6",150240460,Inf,"51",229,FALSE,TRUE,TRUE,"Locus_3_Transcript_10241/50392_Confidence_0.000_Length_1467",753,"HighConfidence","-"
"jaffa-direct","RGS12:SMARCA2","chr4",3344780,"chr9",2191266,Inf,"33",237,FALSE,TRUE,TRUE,"Locus_3_Transcript_46988/50392_Confidence_0.000_Length_2906",980,"HighConfidence","-"
"jaffa-direct","CXCL17:VRK2","chr19",42946906,"chr2",58373451,Inf,"44",214,FALSE,TRUE,TRUE,"Locus_4606_Transcript_32/37_Confidence_0.323_Length_2002",1754,"HighConfidence","-"
"jaffa-direct","TYMS:BCAR1","chr18",671451,"chr16",75276988,Inf,"23",234,TRUE,TRUE,TRUE,"Locus_3_Transcript_10993/50392_Confidence_0.000_Length_3714",635,"HighConfidence","-"
"jaffa-direct","GOPC:TDRD1","chr6",117923167,"chr10",115987669,Inf,"44",212,FALSE,TRUE,TRUE,"Locus_3_Transcript_29393/50392_Confidence_0.000_Length_1069",474,"HighConfidence","-"
"jaffa-direct","CCAR2:BBS5","chr8",22464537,"chr2",170374700,Inf,"50",202,FALSE,TRUE,TRUE,"Locus_1267_Transcript_64/89_Confidence_0.029_Length_1784",1011,"HighConfidence","-"
"jaffa-direct","MRPS15:TRAFD1","chr1",36923524,"chr12",112578623,Inf,"30",210,TRUE,TRUE,TRUE,"Locus_3_Transcript_15288/50392_Confidence_0.000_Length_2866",606,"HighConfidence","-"
"jaffa-direct","MICALL1:NFE2L3","chr22",38328895,"chr7",26223321,Inf,"1",239,FALSE,TRUE,TRUE,"Locus_3_Transcript_4064/50392_Confidence_0.000_Length_5029",2359,"HighConfidence","-"
"jaffa-direct","CPPED1:DUOXA2","chr16",12897564,"chr15",45408322,Inf,"35",203,TRUE,TRUE,TRUE,"Locus_6551_Transcript_20/28_Confidence_0.153_Length_1579",311,"HighConfidence","-"
"jaffa-direct","FRZB:RNF182","chr2",183723514,"chr6",13977140,Inf,"14",223,FALSE,TRUE,TRUE,"Locus_3_Transcript_29454/50392_Confidence_0.000_Length_4452",1130,"HighConfidence","-"
"jaffa-direct","STOM:EBI3","chr9",124115498,"chr19",4234664,Inf,"28",207,FALSE,TRUE,TRUE,"Locus_3_Transcript_39184/50392_Confidence_0.000_Length_1286",497,"HighConfidence","-"
"jaffa-direct","ITIH6:KLC4","chrX",54786189,"chr6",43038430,Inf,"31",202,FALSE,TRUE,TRUE,"Locus_3511_Transcript_40/54_Confidence_0.110_Length_2332",1299,"HighConfidence","-"
"jaffa-direct","ARMC5:MYO1B","chr16",31474238,"chr2",192279243,Inf,"8",222,FALSE,TRUE,TRUE,"Locus_506_Transcript_290/335_Confidence_0.042_Length_2616",514,"HighConfidence","-"
"jaffa-direct","PDZK1IP1:COX7B","chr1",47650674,"chrX",77160681,Inf,"33",196,FALSE,TRUE,TRUE,"Locus_176_Transcript_147/255_Confidence_0.047_Length_1220",523,"HighConfidence","-"
"jaffa-direct","CERS3:CYP20A1","chr15",101009583,"chr2",204116690,Inf,"14",214,FALSE,TRUE,TRUE,"Locus_3_Transcript_50047/50392_Confidence_0.000_Length_2874",1527,"HighConfidence","-"
