"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","NMUR2:PYCARD","chr5",151775020,"chr16",31213162,Inf,"3702",919,TRUE,TRUE,TRUE,"Locus_94_Transcript_1/8_Confidence_0.431_Length_1330",311,"HighConfidence","-"
"jaffa-direct","GJA9:AC131097.4","chr1",39340450,"chr2",242839485,Inf,"3485",862,FALSE,TRUE,TRUE,"Locus_487_Transcript_5/5_Confidence_0.345_Length_2072",500,"HighConfidence","-"
"jaffa-direct","CAD:KAT2B","chr2",27462339,"chr3",20187808,Inf,"3412",935,TRUE,TRUE,TRUE,"Locus_626_Transcript_2/4_Confidence_0.657_Length_2612",2374,"HighConfidence","-"
"jaffa-direct","AREG:STAC2","chr4",75314965,"chr17",37374426,Inf,"3357",873,FALSE,TRUE,TRUE,"Locus_1_Transcript_953/1319_Confidence_0.002_Length_2237",559,"HighConfidence","-"
"jaffa-direct","P2RX3:AP5B1","chr11",57118372,"chr11",65547813,8429.44,"3330",856,FALSE,TRUE,TRUE,"Locus_1_Transcript_1266/1319_Confidence_0.009_Length_5080",865,"HighConfidence","-"
"jaffa-direct","NLRX1:CDC5L","chr11",119042182,"chr6",44394219,Inf,"3236",921,FALSE,TRUE,TRUE,"Locus_1_Transcript_253/1319_Confidence_0.008_Length_5164",5046,"HighConfidence","-"
"jaffa-direct","GLYCTK:SCNN1G","chr3",52324735,"chr16",23208585,Inf,"3234",816,FALSE,TRUE,TRUE,"Locus_39_Transcript_7/8_Confidence_0.580_Length_2904",2451,"HighConfidence","-"
"jaffa-direct","MAP3K19:FAM219A","chr2",135749107,"chr9",34401117,Inf,"3123",826,TRUE,TRUE,TRUE,"Locus_180_Transcript_8/10_Confidence_0.594_Length_3585",649,"HighConfidence","-"
"jaffa-direct","KATNAL2:NRAP","chr18",44580809,"chr10",115364679,Inf,"3143",776,FALSE,TRUE,TRUE,"Locus_441_Transcript_6/9_Confidence_0.268_Length_3420",385,"HighConfidence","-"
"jaffa-direct","RIBC1:AL021546.6","chrX",53455032,"chr12",120894879,Inf,"3824",95,FALSE,TRUE,TRUE,"Locus_662_Transcript_7/14_Confidence_0.243_Length_357",153,"HighConfidence","-"
"jaffa-direct","PXT1:RASIP1","chr6",36368231,"chr19",49228217,Inf,"3009",871,TRUE,TRUE,TRUE,"Locus_812_Transcript_8/8_Confidence_0.308_Length_962",834,"HighConfidence","-"
"jaffa-direct","ZNF223:DGCR14","chr19",44571426,"chr22",19122688,Inf,"2840",806,FALSE,TRUE,TRUE,"Locus_196_Transcript_15/18_Confidence_0.625_Length_5856",1598,"HighConfidence","-"
"jaffa-direct","POU2F3:TLR5","chr11",120178324,"chr1",223286377,Inf,"2790",795,TRUE,TRUE,TRUE,"Locus_466_Transcript_5/6_Confidence_0.580_Length_4651",1056,"HighConfidence","-"
"jaffa-direct","IQCF2:FCGR2A","chr3",51895966,"chr1",161479610,Inf,"2438",1001,FALSE,TRUE,TRUE,"Locus_436_Transcript_6/19_Confidence_0.323_Length_1609",163,"HighConfidence","-"
"jaffa-direct","GNE:S1PR5","chr9",36222774,"chr19",10625705,Inf,"2916",452,FALSE,TRUE,TRUE,"Locus_559_Transcript_3/3_Confidence_0.342_Length_1757",1579,"HighConfidence","-"
"jaffa-direct","AC104794.4:DSEL","chr2",10224072,"chr18",65182729,Inf,"2374",837,FALSE,TRUE,TRUE,"Locus_1_Transcript_1215/1319_Confidence_0.001_Length_6593",104,"HighConfidence","-"
"jaffa-direct","TCIRG1:GDI2","chr11",67815439,"chr10",5838825,Inf,"2462",619,TRUE,TRUE,TRUE,"Locus_411_Transcript_18/27_Confidence_0.490_Length_3406",1440,"HighConfidence","-"
"jaffa-direct","CA4:APPBP2","chr17",58235807,"chr17",58577848,342.042,"2360",667,TRUE,TRUE,TRUE,"Locus_429_Transcript_2/7_Confidence_0.538_Length_2459",1616,"HighConfidence","-"
"jaffa-direct","DUS3L:CXorf57","chr19",5790054,"chrX",105875855,Inf,"2539",461,FALSE,TRUE,TRUE,"Locus_500_Transcript_9/12_Confidence_0.440_Length_2676",263,"HighConfidence","-"
"jaffa-direct","HSFX1:CT47A12","chrX",148856903,"chrX",120012778,28844.123,"2360",567,FALSE,TRUE,TRUE,"Locus_661_Transcript_1/9_Confidence_0.466_Length_1302",1068,"HighConfidence","-"
"jaffa-direct","RNGTT:GUCY1A3","chr6",89638883,"chr4",156643190,Inf,"2007",900,FALSE,TRUE,TRUE,"Locus_632_Transcript_4/9_Confidence_0.255_Length_829",310,"HighConfidence","-"
"jaffa-direct","PSMD1:IKBKE","chr2",231931825,"chr1",206661251,Inf,"2415",365,FALSE,TRUE,TRUE,"Locus_355_Transcript_5/25_Confidence_0.171_Length_1427",204,"HighConfidence","-"
"jaffa-direct","PYGL:AL391421.1","chr14",51398391,"chr10",79627681,Inf,"2195",573,FALSE,TRUE,TRUE,"Locus_409_Transcript_6/38_Confidence_0.176_Length_1569",1207,"HighConfidence","-"
"jaffa-direct","SYDE1:GPR137B","chr19",15221159,"chr1",236343179,Inf,"2109",577,FALSE,TRUE,TRUE,"Locus_658_Transcript_3/4_Confidence_0.733_Length_1410",406,"HighConfidence","-"
"jaffa-direct","ITGB3:UBASH3A","chr17",45385003,"chr21",43838510,Inf,"1934",497,TRUE,TRUE,TRUE,"Locus_574_Transcript_2/4_Confidence_0.647_Length_3928",2266,"HighConfidence","-"
"jaffa-direct","TMEM129:ME3","chr4",1722360,"chr11",86176242,Inf,"1859",488,FALSE,TRUE,TRUE,"Locus_599_Transcript_5/9_Confidence_0.471_Length_1592",1177,"HighConfidence","-"
"jaffa-direct","SCIMP:MAGEB18","chr17",5124582,"chrX",26157041,Inf,"1953",343,FALSE,TRUE,TRUE,"Locus_545_Transcript_33/36_Confidence_0.290_Length_2310",388,"HighConfidence","-"
"jaffa-direct","THAP5:CCR6","chr7",108206274,"chr6",167549526,Inf,"1723",440,TRUE,TRUE,TRUE,"Locus_523_Transcript_4/24_Confidence_0.241_Length_2963",392,"HighConfidence","-"
"jaffa-direct","CLCN2:MED13L","chr3",184075567,"chr12",116675510,Inf,"1523",557,TRUE,TRUE,TRUE,"Locus_964_Transcript_2/4_Confidence_0.515_Length_1139",816,"HighConfidence","-"
"jaffa-direct","CTSB:ZNF485","chr8",11710119,"chr10",44104703,Inf,"1572",436,FALSE,TRUE,TRUE,"Locus_203_Transcript_9/14_Confidence_0.222_Length_963",646,"HighConfidence","-"
"jaffa-direct","POU4F1:PFDN6","chr13",79177339,"chr6",33258103,Inf,"1496",408,TRUE,TRUE,TRUE,"Locus_416_Transcript_6/52_Confidence_0.198_Length_1937",335,"HighConfidence","-"
"jaffa-direct","PLEKHG1:DDO","chr6",151130612,"chr6",110734669,40395.941,"1459",405,FALSE,TRUE,TRUE,"Locus_1_Transcript_672/1319_Confidence_0.002_Length_3771",1469,"HighConfidence","-"
"jaffa-direct","ACSBG2:PROSC","chr19",6141621,"chr8",37623044,Inf,"1383",337,FALSE,TRUE,TRUE,"Locus_1234_Transcript_13/14_Confidence_0.250_Length_753",447,"HighConfidence","-"
"jaffa-direct","CDK13:MTFR1L","chr7",40041630,"chr1",26156178,Inf,"1299",341,TRUE,TRUE,TRUE,"Locus_186_Transcript_8/13_Confidence_0.072_Length_1265",994,"HighConfidence","-"
"jaffa-direct","CWH43:CTD-3222D19.2","chr4",49034732,"chr19",16689220,Inf,"1100",533,FALSE,TRUE,TRUE,"Locus_485_Transcript_1/25_Confidence_0.286_Length_1839",110,"HighConfidence","-"
"jaffa-direct","IL1RAP:NUTM2A","chr3",190338229,"chr10",88992360,Inf,"1281",319,TRUE,TRUE,TRUE,"Locus_419_Transcript_8/11_Confidence_0.512_Length_3201",2292,"HighConfidence","-"
"jaffa-direct","LYRM1:PRG4","chr16",20927036,"chr1",186280166,Inf,"1263",315,FALSE,TRUE,TRUE,"Locus_444_Transcript_15/38_Confidence_0.250_Length_3357",460,"HighConfidence","-"
"jaffa-direct","DNAJC25:TMEM74B","chr9",114409539,"chr20",1162231,Inf,"1219",337,FALSE,TRUE,TRUE,"Locus_1_Transcript_1161/1319_Confidence_0.000_Length_988",545,"HighConfidence","-"
"jaffa-direct","C16orf78:MAP3K2","chr16",49430589,"chr2",128093545,Inf,"1273",281,TRUE,TRUE,TRUE,"Locus_1_Transcript_576/1319_Confidence_0.010_Length_11363",767,"HighConfidence","-"
"jaffa-direct","CCNC:ANKDD1A","chr6",100009243,"chr15",65226336,Inf,"1231",296,TRUE,TRUE,TRUE,"Locus_515_Transcript_10/17_Confidence_0.185_Length_1164",792,"HighConfidence","-"
"jaffa-direct","CHST13:CSGALNACT2","chr3",126255196,"chr10",43650345,Inf,"1249",262,TRUE,TRUE,TRUE,"Locus_601_Transcript_1/5_Confidence_0.167_Length_1059",230,"HighConfidence","-"
"jaffa-direct","JMJD8:MAP3K8","chr16",734066,"chr10",30736711,Inf,"1187",321,FALSE,TRUE,TRUE,"Locus_729_Transcript_3/15_Confidence_0.257_Length_2375",311,"HighConfidence","-"
"jaffa-direct","RAP2A:LINC00908","chr13",98087038,"chr18",74269932,Inf,"1116",385,FALSE,TRUE,TRUE,"Locus_575_Transcript_4/7_Confidence_0.217_Length_569",226,"HighConfidence","-"
"jaffa-direct","CDK20:BNIP3","chr9",90586062,"chr10",133782073,Inf,"1062",396,FALSE,TRUE,TRUE,"Locus_556_Transcript_8/14_Confidence_0.389_Length_955",631,"HighConfidence","-"
"jaffa-direct","CCDC69:AC129492.6","chr5",150603484,"chr17",7983123,Inf,"1214",240,TRUE,TRUE,TRUE,"Locus_551_Transcript_1/2_Confidence_0.812_Length_2107",170,"HighConfidence","-"
"jaffa-direct","SLC5A10:TRMT10A","chr17",18880302,"chr4",100477377,Inf,"1079",360,FALSE,TRUE,TRUE,"Locus_443_Transcript_9/26_Confidence_0.157_Length_2260",1079,"HighConfidence","-"
"jaffa-direct","AZGP1:ERP44","chr7",99565778,"chr9",102744995,Inf,"1064",301,FALSE,TRUE,TRUE,"Locus_422_Transcript_8/15_Confidence_0.342_Length_5434",750,"HighConfidence","-"
"jaffa-direct","GOLGA7:KIAA1432","chr8",41355180,"chr9",5689959,Inf,"1048",308,TRUE,TRUE,TRUE,"Locus_530_Transcript_12/13_Confidence_0.463_Length_4047",457,"HighConfidence","-"
"jaffa-direct","KDM4C:RC3H2","chr9",6893232,"chr9",125612101,118718.869,"1011",291,FALSE,TRUE,TRUE,"Locus_222_Transcript_9/16_Confidence_0.388_Length_1786",1344,"HighConfidence","-"
"jaffa-direct","FERMT3:GRPR","chr11",63990661,"chrX",16168428,Inf,"952",258,FALSE,TRUE,TRUE,"Locus_491_Transcript_11/17_Confidence_0.390_Length_1643",556,"HighConfidence","-"
"jaffa-direct","XAGE1A:RBBP8","chrX",52257920,"chr18",20596791,Inf,"952",238,FALSE,TRUE,TRUE,"Locus_646_Transcript_13/25_Confidence_0.062_Length_770",500,"HighConfidence","-"
"jaffa-direct","TOMM40:ZSWIM2","chr19",45404361,"chr2",187702281,Inf,"949",200,FALSE,TRUE,TRUE,"Locus_501_Transcript_24/33_Confidence_0.398_Length_6837",5280,"HighConfidence","-"
"jaffa-direct","HERC1:RASGEF1C","chr15",64019846,"chr5",179546448,Inf,"892",244,FALSE,TRUE,TRUE,"Locus_685_Transcript_2/6_Confidence_0.520_Length_4737",3434,"HighConfidence","-"
"jaffa-direct","CALML6:PAMR1","chr1",1846746,"chr11",35515820,Inf,"768",354,FALSE,TRUE,TRUE,"Locus_612_Transcript_3/4_Confidence_0.571_Length_941",481,"HighConfidence","-"
"jaffa-direct","RFX5:GOLGA8I","chr1",151316893,"chr15",23257058,Inf,"876",226,FALSE,TRUE,TRUE,"Locus_597_Transcript_9/20_Confidence_0.378_Length_6540",334,"HighConfidence","-"
"jaffa-direct","RRP1B:TIGD4","chr21",45111383,"chr4",153692694,Inf,"868",226,FALSE,TRUE,TRUE,"Locus_517_Transcript_7/12_Confidence_0.491_Length_2711",2189,"HighConfidence","-"
"jaffa-direct","ESPNL:FAM69A","chr2",239037545,"chr1",93316512,Inf,"858",234,TRUE,TRUE,TRUE,"Locus_588_Transcript_3/9_Confidence_0.521_Length_2587",273,"HighConfidence","-"
"jaffa-direct","BST1:PDZRN4","chr4",15720616,"chr12",41957350,Inf,"958",134,FALSE,TRUE,TRUE,"Locus_16_Transcript_19/90_Confidence_0.130_Length_3231",281,"HighConfidence","-"
"jaffa-direct","KIAA0355:DNAJC28","chr19",34830897,"chr21",34861731,Inf,"838",229,FALSE,TRUE,TRUE,"Locus_1_Transcript_331/1319_Confidence_0.001_Length_3586",1226,"HighConfidence","-"
"jaffa-direct","COL6A3:LRRC20","chr2",238296225,"chr10",72061264,Inf,"840",222,TRUE,TRUE,TRUE,"Locus_919_Transcript_5/9_Confidence_0.270_Length_685",496,"HighConfidence","-"
"jaffa-direct","AC008060.7:LILRB2","chr7",155175010,"chr19",54781793,Inf,"884",164,FALSE,TRUE,TRUE,"Locus_259_Transcript_13/59_Confidence_0.215_Length_868",188,"HighConfidence","-"
"jaffa-direct","FREM3:CHRNA1","chr4",144548767,"chr2",175624361,Inf,"805",212,TRUE,TRUE,TRUE,"Locus_190_Transcript_41/41_Confidence_0.018_Length_6803",5422,"HighConfidence","-"
"jaffa-direct","LRRTM4:ZNF304","chr2",77749235,"chr19",57865093,Inf,"753",246,FALSE,TRUE,TRUE,"Locus_78_Transcript_12/17_Confidence_0.335_Length_2140",2038,"HighConfidence","-"
"jaffa-direct","NXPH1:IGHM","chr7",8475397,"chr14",106321339,Inf,"908",91,FALSE,TRUE,TRUE,"Locus_1020_Transcript_3/4_Confidence_0.778_Length_1746",424,"HighConfidence","-"
"jaffa-direct","HMX3:FAM181A","chr10",124895966,"chr14",94394545,Inf,"812",181,FALSE,TRUE,TRUE,"Locus_1228_Transcript_2/6_Confidence_0.400_Length_2535",489,"HighConfidence","-"
"jaffa-direct","PLLP:GAGE2A","chr16",57292374,"chrX",49358721,Inf,"753",133,FALSE,TRUE,TRUE,"Locus_17_Transcript_63/112_Confidence_0.011_Length_1028",449,"HighConfidence","-"
"jaffa-direct","RRBP1:GPR133","chr20",17614105,"chr12",131439169,Inf,"719",158,TRUE,TRUE,TRUE,"Locus_554_Transcript_4/9_Confidence_0.475_Length_1296",1164,"HighConfidence","-"
"jaffa-direct","TP53TG3:EXOSC3","chr16",32687057,"chr9",37780877,Inf,"673",201,TRUE,TRUE,TRUE,"Locus_17_Transcript_102/112_Confidence_0.014_Length_1087",693,"HighConfidence","-"
"jaffa-direct","ADAD1:C1QTNF4","chr4",123342545,"chr11",47612367,Inf,"671",198,TRUE,TRUE,TRUE,"Locus_458_Transcript_20/22_Confidence_0.364_Length_2498",693,"HighConfidence","-"
"jaffa-direct","CCL25:SPA17","chr19",8121153,"chr11",124561592,Inf,"692",174,FALSE,TRUE,TRUE,"Locus_518_Transcript_1/2_Confidence_0.714_Length_743",446,"HighConfidence","-"
"jaffa-direct","MPZL3:FAM3A","chr11",118104175,"chrX",153736678,Inf,"594",196,FALSE,TRUE,TRUE,"Locus_866_Transcript_2/7_Confidence_0.535_Length_1060",268,"HighConfidence","-"
"jaffa-direct","VSTM2B:INPP5J","chr19",30021197,"chr22",31529596,Inf,"576",148,FALSE,TRUE,TRUE,"Locus_681_Transcript_4/4_Confidence_0.385_Length_1710",854,"HighConfidence","-"
"jaffa-direct","HEG1:TMEM31","chr3",124709631,"chrX",102967164,Inf,"577",146,FALSE,TRUE,TRUE,"Locus_623_Transcript_1/4_Confidence_0.667_Length_945",560,"HighConfidence","-"
"jaffa-direct","LEPR:EIF3F","chr1",66087141,"chr11",8016529,Inf,"585",131,FALSE,TRUE,TRUE,"Locus_48_Transcript_16/35_Confidence_0.176_Length_4225",544,"HighConfidence","-"
"jaffa-direct","THBS3:WDR33","chr1",155169595,"chr2",128526575,Inf,"605",96,FALSE,TRUE,TRUE,"Locus_650_Transcript_10/12_Confidence_0.344_Length_2267",1901,"HighConfidence","-"
"jaffa-direct","PCDHGB2:ZNF296","chr5",140742123,"chr19",45579120,Inf,"540",150,FALSE,TRUE,TRUE,"Locus_145_Transcript_20/36_Confidence_0.236_Length_3640",1231,"HighConfidence","-"
"jaffa-direct","LRRC23:DHDH","chr12",7014923,"chr19",49447614,Inf,"548",134,TRUE,TRUE,TRUE,"Locus_1533_Transcript_1/6_Confidence_0.538_Length_702",415,"HighConfidence","-"
"jaffa-direct","AGA:CD1E","chr4",178358559,"chr1",158326288,Inf,"562",120,TRUE,TRUE,TRUE,"Locus_2919_Transcript_2/2_Confidence_0.250_Length_1146",828,"HighConfidence","-"
"jaffa-direct","ZNF215:UBE2R2","chr11",6953903,"chr9",33917016,Inf,"531",134,FALSE,TRUE,TRUE,"Locus_864_Transcript_2/9_Confidence_0.529_Length_4173",786,"HighConfidence","-"
"jaffa-direct","ARID1B:DDB2","chr6",157495251,"chr11",47256821,Inf,"491",154,FALSE,TRUE,TRUE,"Locus_1670_Transcript_3/10_Confidence_0.333_Length_1778",262,"HighConfidence","-"
"jaffa-direct","PGA4:MAPK14","chr11",60997535,"chr6",36044314,Inf,"494",137,FALSE,TRUE,TRUE,"Locus_1039_Transcript_1/2_Confidence_1.000_Length_3433",2877,"HighConfidence","-"
"jaffa-direct","CXCL16:FCRLB","chr17",4641703,"chr1",161697037,Inf,"495",125,FALSE,TRUE,TRUE,"Locus_1994_Transcript_5/9_Confidence_0.300_Length_1890",418,"HighConfidence","-"
"jaffa-direct","SSR3:IL12B","chr3",156266694,"chr5",158749519,Inf,"472",146,FALSE,TRUE,TRUE,"Locus_17_Transcript_78/112_Confidence_0.026_Length_2300",1941,"HighConfidence","-"
"jaffa-direct","AKTIP:CSF1R","chr16",53534130,"chr5",149459899,Inf,"494",118,FALSE,TRUE,TRUE,"Locus_4015_Transcript_15/15_Confidence_0.115_Length_738",453,"HighConfidence","-"
"jaffa-direct","GSTO2:PRR20E","chr10",106039229,"chr13",57742791,Inf,"503",98,FALSE,TRUE,TRUE,"Locus_564_Transcript_7/10_Confidence_0.500_Length_2350",788,"HighConfidence","-"
"jaffa-direct","SEC23A:UBA6","chr14",39562391,"chr4",68500236,Inf,"481",117,TRUE,TRUE,TRUE,"Locus_562_Transcript_8/12_Confidence_0.349_Length_1420",1051,"HighConfidence","-"
"jaffa-direct","RFX4:RAB11B","chr12",107078686,"chr19",8464747,Inf,"512",82,FALSE,TRUE,TRUE,"Locus_451_Transcript_14/24_Confidence_0.138_Length_908",200,"HighConfidence","-"
"jaffa-direct","RHOT1:RALY","chr17",30498120,"chr20",32664834,Inf,"507",65,FALSE,TRUE,TRUE,"Locus_412_Transcript_2/14_Confidence_0.083_Length_892",274,"HighConfidence","-"
"jaffa-direct","OIP5:CCNB1IP1","chr15",41605471,"chr14",20784719,Inf,"431",122,TRUE,TRUE,TRUE,"Locus_1_Transcript_1139/1319_Confidence_0.001_Length_1402",397,"HighConfidence","-"
"jaffa-direct","MPHOSPH8:SAMD1","chr13",20233260,"chr19",14199594,Inf,"422",107,FALSE,TRUE,TRUE,"Locus_238_Transcript_9/10_Confidence_0.278_Length_2160",424,"HighConfidence","-"
"jaffa-direct","NUDT15:DEFB108B","chr13",48612040,"chr11",71548445,Inf,"446",79,FALSE,TRUE,TRUE,"Locus_4377_Transcript_1/6_Confidence_0.077_Length_502",338,"HighConfidence","-"
"jaffa-direct","GPR123:MSL3","chr10",134912267,"chrX",11790275,Inf,"411",111,TRUE,TRUE,TRUE,"Locus_676_Transcript_8/21_Confidence_0.253_Length_1991",1300,"HighConfidence","-"
"jaffa-direct","PTHLH:C20orf194","chr12",28116281,"chr20",3305615,Inf,"421",99,FALSE,TRUE,TRUE,"Locus_697_Transcript_3/8_Confidence_0.263_Length_1085",561,"HighConfidence","-"
"jaffa-direct","MS4A1:CACNG4","chr11",60230594,"chr17",65014305,Inf,"390",114,FALSE,TRUE,TRUE,"Locus_1029_Transcript_2/2_Confidence_0.263_Length_3631",3158,"HighConfidence","-"
"jaffa-direct","RAB39A:SPECC1","chr11",107799521,"chr17",20200274,Inf,"381",114,FALSE,TRUE,TRUE,"Locus_669_Transcript_6/22_Confidence_0.200_Length_3156",293,"HighConfidence","-"
"jaffa-direct","GALR1:SYNCRIP","chr18",74968179,"chr6",86329135,Inf,"374",110,TRUE,TRUE,TRUE,"Locus_179_Transcript_30/34_Confidence_0.150_Length_1729",997,"HighConfidence","-"
"jaffa-direct","DAGLA:HDAC11","chr11",61508064,"chr3",13545594,Inf,"364",94,FALSE,TRUE,TRUE,"Locus_533_Transcript_1/2_Confidence_0.688_Length_3044",2099,"HighConfidence","-"
"jaffa-direct","RRH:UBE2F","chr4",110756621,"chr2",238903386,Inf,"356",102,TRUE,TRUE,TRUE,"Locus_1211_Transcript_3/6_Confidence_0.778_Length_1557",963,"HighConfidence","-"
"jaffa-direct","IFIT3:ALPL","chr10",91087835,"chr1",21889603,Inf,"403",52,FALSE,TRUE,TRUE,"Locus_14_Transcript_16/19_Confidence_0.113_Length_2227",185,"HighConfidence","-"
"jaffa-direct","ZFP90:PTTG1IP","chr16",68592027,"chr21",46276279,Inf,"340",94,TRUE,TRUE,TRUE,"Locus_1501_Transcript_1/2_Confidence_0.833_Length_2644",2266,"HighConfidence","-"
"jaffa-direct","SERPINA9:SPRR1A","chr14",94931044,"chr1",152957688,Inf,"316",110,TRUE,TRUE,TRUE,"Locus_1111_Transcript_1/4_Confidence_0.583_Length_1590",988,"HighConfidence","-"
"jaffa-direct","TPSD1:TRIML2","chr16",1307063,"chr4",189022404,Inf,"335",90,FALSE,TRUE,TRUE,"Locus_2604_Transcript_5/7_Confidence_0.643_Length_2116",1218,"HighConfidence","-"
"jaffa-direct","ZNF567:ZNF280D","chr19",37203414,"chr15",56927448,Inf,"325",95,FALSE,TRUE,TRUE,"Locus_195_Transcript_30/51_Confidence_0.102_Length_2210",212,"HighConfidence","-"
"jaffa-direct","GSTO2:PRR20A","chr10",106039229,"chr13",57716512,Inf,"310",94,FALSE,TRUE,TRUE,"Locus_564_Transcript_4/10_Confidence_0.375_Length_1303",788,"HighConfidence","-"
"jaffa-direct","KIR3DX1:IL1R2","chr19",55044048,"chr2",102644688,Inf,"315",77,TRUE,TRUE,TRUE,"Locus_11451_Transcript_1/1_Confidence_0.000_Length_459",140,"HighConfidence","-"
"jaffa-direct","ENDOV:RAB20","chr17",78389621,"chr13",111176544,Inf,"320",58,FALSE,TRUE,TRUE,"Locus_2011_Transcript_1/2_Confidence_0.714_Length_1373",245,"HighConfidence","-"
"jaffa-direct","NHP2:ZNF844","chr5",177580659,"chr19",12186127,Inf,"294",82,FALSE,TRUE,TRUE,"Locus_201_Transcript_19/23_Confidence_0.152_Length_795",301,"HighConfidence","-"
"jaffa-direct","FADS6:HOXD3","chr17",72877198,"chr2",177033759,Inf,"307",64,TRUE,TRUE,TRUE,"Locus_1064_Transcript_9/16_Confidence_0.082_Length_1239",854,"HighConfidence","-"
"jaffa-direct","MOCS1:RNASE6","chr6",39883812,"chr14",21249854,Inf,"281",88,FALSE,TRUE,TRUE,"Locus_3139_Transcript_1/3_Confidence_0.500_Length_1309",536,"HighConfidence","-"
"jaffa-direct","RASSF9:SF3A2","chr12",86229933,"chr19",2245445,Inf,"290",75,TRUE,TRUE,TRUE,"Locus_760_Transcript_3/4_Confidence_0.600_Length_1698",1283,"HighConfidence","-"
"jaffa-direct","PRKRA:EBF3","chr2",179307994,"chr10",131636224,Inf,"264",68,TRUE,TRUE,TRUE,"Locus_1040_Transcript_4/5_Confidence_0.273_Length_964",700,"HighConfidence","-"
"jaffa-direct","C2orf83:CTD-2207O23.3","chr2",228497685,"chr19",7516035,Inf,"278",35,TRUE,TRUE,TRUE,"Locus_1_Transcript_381/1319_Confidence_0.001_Length_4511",204,"HighConfidence","-"
"jaffa-direct","DOK6:SLC7A13","chr18",67266734,"chr8",87235332,Inf,"241",71,TRUE,TRUE,TRUE,"Locus_1_Transcript_517/1319_Confidence_0.001_Length_1568",479,"HighConfidence","-"
"jaffa-direct","DCAF6:APOC1","chr1",167935959,"chr19",45419447,Inf,"238",71,FALSE,TRUE,TRUE,"Locus_3943_Transcript_11/14_Confidence_0.154_Length_1613",1482,"HighConfidence","-"
